,ct_index,Population_density,Total_pop,perc_white,perc_black,perc_asian,perc_hispanic,high_school_below,bachelor_up,Median_hhs_Income,Per_Capita_Income,Gini_Index,Occupied_rate,Median_Value,Median_Rent,inc_to_poverty_under2,inc_to_poverty_above2,Foreign_born,year,GEO.id2,Total_Housing_unit,n_ct,Total Low-Income Units:,perc_pc,perc_pc_,building_age,entropy_index,log_pop,log_pop_density,log_h_unit,log_income,log_inc_p
10,"Census Tract 101, Queens County, New York",38657.82,2607.4,0.8052731126229731,0.01493663077327082,0.0003104768205739591,0.03816383841337984,0.1661273338222155,0.45697590135143284,59179.2,34438.6,0.45199999999999996,0.9583767102717596,13.446329161933356,7.19112807984582,0.22871808342393343,0.7712819165760665,0.3581492260669742,2012.2,36081010100.0,1058.0,101.0,0.0,0.0,0.0,78.0,0.3541748403295106,7.866108835228679,10.562504362139808,6.964135612418245,10.988325407782398,10.446933307308912
11,"Census Tract 1010.01, Queens County, New York",33137.520000000004,10133.2,0.443320292557572,0.3974033660389075,4.37485871928993e-05,0.10342490984308819,0.34530203902177503,0.16422756157033142,28820.8,15049.6,0.5119999999999999,0.8944216370330935,12.997298896249754,6.860034542770725,0.5453331745728007,0.4546668254271994,0.30164323713819813,2012.2,36081101001.0,3522.0,1010.01,1404.0,0.3986371379897785,0.41682808709479086,51.2,0.9504946743707636,9.223572440744901,10.40842145414293,8.166784289056151,10.268852627669293,9.619106691750728
12,"Census Tract 1010.02, Queens County, New York",20391.0,4460.2,0.8338768041706262,0.12870260623281093,0.00018699935994020246,0.020439565238128187,0.17809748453112756,0.38013165715387126,27718.8,21757.4,0.574,0.9264200378135822,13.442125343319521,6.8121250479668864,0.3707763105724174,0.6292236894275826,0.18709262991117429,2012.2,36081101002.0,1754.0,1010.0200000000001,0.0,0.0,0.0,46.0,0.49062533524828866,8.402948887058018,9.922848906014748,7.469654172932128,10.229866162323509,9.987709208536826
13,"Census Tract 1017, Queens County, New York",15755.279999999999,5992.4,0.7489366926666621,0.004212583811818915,0.00012518067902102657,0.032418340892157047,0.13597202389124433,0.3598588283810156,65556.6,32894.8,0.394,0.9385165436239911,13.017935759795103,7.092407451114374,0.1614983874494934,0.8385016125505066,0.25476354757142666,2012.2,36081101700.0,2559.0,1017.0,0.0,0.0,0.0,62.2,0.34213574288269216,8.698247278643226,9.664930826169282,7.847371836159788,11.090669170622157,10.401069869550255
14,"Census Tract 102, Kings County, New York",90817.0,5378.6,0.23953021599963065,0.018304942639458983,4.4331796112932955e-05,0.08996511435284699,0.5942625993313404,0.11953056327998461,40830.6,15382.4,0.41600000000000004,0.9320087287518541,13.411084909430771,7.045776576879511,0.6204331382132752,0.37956686178672483,0.6365021105128511,2012.2,36047010200.0,1491.0,102.0,0.0,0.0,0.0,78.0,0.6215379374453774,8.59018339624361,11.416601771734637,7.307202314764738,10.617187079282798,9.64097927769964
15,"Census Tract 102, Queens County, New York",36835.32000000001,3010.8,0.13889241300758176,0.17061552676454003,4.6215443543571436e-05,0.4285746058520644,0.2649294710884519,0.16420467703630887,58212.4,19948.2,0.402,0.9341319318285372,12.980707642936387,7.0708940163593175,0.37914511173582344,0.6208548882641767,0.5750057538653869,2012.2,36081010200.0,805.0,102.0,0.0,0.0,0.0,78.0,0.9324630672225286,8.009961103160377,10.514212446468889,6.690842277418564,10.971853669445052,9.900894192683529
16,"Census Tract 1029, Queens County, New York",19117.8,3682.3333333333335,0.7288012586061089,0.017355269297950927,0.00019793766203885272,0.054166569778793416,0.2403301511984792,0.33193292106141253,68857.33333333333,29420.666666666668,0.37333333333333335,0.96532616254055,13.298107796615245,7.4489161025442,0.197302823405203,0.8026971765947971,0.33509989155576037,2014.0,36081102900.0,1345.0,1029.0,0.0,0.0,0.0,51.666666666666664,0.45940653699334577,8.211301888204165,9.858375117223659,7.20414929203594,11.139792010225326,10.289452654220463
17,"Census Tract 103, New York County, New York",29300.2,1943.4,0.6598902895655021,0.0648354871294736,0.00033983415327212656,0.008214667493075525,0.01989659261865921,0.7755852257016966,91718.4,73645.4,0.446,0.855479932471574,13.091656716625167,7.6457802183201675,0.17642045175378693,0.823579548246213,0.2959064949372265,2012.2,36061010300.0,1371.0,103.0,678.0,0.4945295404814005,0.491610053207783,50.6,0.4853703540579007,7.572194295405339,10.285349620920428,7.223295679562314,11.426478292423697,11.207016962370636
18,"Census Tract 103, Queens County, New York",36685.420000000006,3956.0,0.7463626316150661,0.0223461216389782,0.00018922312230463143,0.05099005262205547,0.14396555631738553,0.4497405282937157,51928.0,32146.6,0.42800000000000005,0.9227866332400424,13.564764539536446,7.2023633115046515,0.3446319274358176,0.6553680725641824,0.37082030293630075,2012.2,36081010300.0,1983.0,103.0,0.0,0.0,0.0,76.8,0.4550870428868823,8.282988692742602,10.5101346799036,7.592366128519796,10.857613422713305,10.37806196979656
19,"Census Tract 1032.01, Queens County, New York",40885.88,6465.6,0.1662404263219919,0.6697525668180615,2.557526140574208e-05,0.11765909163261883,0.388510772037996,0.12040469548952168,30666.8,13838.0,0.48,0.9195726574666161,12.87707646140443,6.824373670043086,0.5559192841584105,0.4440807158415893,0.367816963271253,2012.2,36081103201.0,2168.0,1032.01,0.0,0.0,0.0,57.8,0.8092393458363676,8.774251094324208,10.618540050150674,7.681560362559537,10.330935915179703,9.535173710058757
20,"Census Tract 1032.02, Queens County, New York",24174.5,6611.8,0.5412657019039209,0.3115833105073448,8.215495694938121e-05,0.11548003456179834,0.28822923814207635,0.277393374655359,53781.6,20868.8,0.4699999999999999,0.9360254130051692,13.221520692937515,7.102828519701255,0.41848443549156167,0.5815155645084383,0.2866181560632476,2012.2,36081103202.0,1933.0,1032.02,0.0,0.0,0.0,68.4,0.9436787682144064,8.796611210449557,10.09305363758434,7.566828479208331,10.89268668021705,9.946010499616019
21,"Census Tract 1033, Queens County, New York",18280.64,4287.2,0.7488875309213177,0.002927728112310508,0.00017495308430330014,0.03283280377063505,0.1529045214654145,0.32391736104654373,75011.8,33396.4,0.39799999999999996,0.9437543688751058,13.37159563948091,7.389316857061601,0.17527452535628266,0.8247254746437174,0.326455135261293,2012.2,36081103300.0,1572.0,1033.0,0.0,0.0,0.0,62.0,0.3435207476759151,8.36338911818064,9.813597855336191,7.360103972989152,11.22540071347619,10.416203388724496
22,"Census Tract 1039, Queens County, New York",18488.4,6355.5,0.7337804196829252,0.0035435445547888564,0.00011546091222625038,0.013981292842095464,0.14989644780470074,0.3002753900879498,71386.5,29453.5,0.435,0.9377340115702165,13.396656212737094,7.246368080102461,0.3100283187427142,0.6899716812572858,0.366734378760522,2009.5,36081103900.0,2261.0,1039.0,0.0,0.0,0.0,64.5,0.3077179819749202,8.757075858734723,9.82489878737573,7.72356247227797,11.175864054820373,10.290568027519015
23,"Census Tract 104, Kings County, New York",98462.31999999999,5784.4,0.09205946772745881,0.0048886546748592805,1.624818337614424e-05,0.07083306957534363,0.5476706210876993,0.1354582922272723,31250.8,13327.2,0.44800000000000006,0.9401777582764895,13.54336056909523,6.972043768864499,0.6557052823033883,0.3442947176966117,0.7015904597720268,2012.2,36047010400.0,1762.0,104.0,0.0,0.0,0.0,78.0,0.42415105742239856,8.662919917740638,11.497429215902761,7.474204806496124,10.349800254836873,9.497562338595507
24,"Census Tract 104, New York County, New York",15298.8,1020.0,0.8320530858277934,0.015626439411689917,0.0008155215187778036,0.044087834781264344,0.013841984620234038,0.7839921987210563,101089.8,107298.6,0.5599999999999999,0.629663579513589,13.769655292762417,7.544543725872698,0.19823894528842165,0.8017610547115783,0.3105308243925056,2012.2,36061010400.0,1063.0,104.0,0.0,0.0,0.0,72.8,0.3473642162702934,6.927557906278317,9.635529672932076,6.968850378341948,11.523764509711087,11.58337088100338
25,"Census Tract 104, Queens County, New York",50985.5,3647.0,0.09785461537163612,0.17817805125132266,2.6917303753676302e-05,0.3147618047028373,0.3257337323194601,0.14882127947138765,59848.0,20240.2,0.414,0.9252704712746027,13.013886901068245,7.094234845924755,0.35093316098377086,0.6490668390162291,0.7190169202752126,2012.2,36081010400.0,1017.0,104.0,0.0,0.0,0.0,78.0,0.8940136238664056,8.20166019080868,10.839296557556162,6.92461239604856,10.99956329355224,9.915426004775506
26,"Census Tract 1047, Queens County, New York",21024.920000000002,6806.4,0.5472946048570844,0.007237262702865542,8.042965017844061e-05,0.04703019496906167,0.15029634249982013,0.3258403424024737,63563.2,30155.4,0.39799999999999996,0.9369641815789516,13.265978755316205,7.295327934248713,0.18190314721096218,0.8180968527890379,0.4100306262797198,2012.2,36081104700.0,2731.0,1047.0,0.0,0.0,0.0,61.2,0.507532637441601,8.825618625005918,9.953463679839855,7.912423121473705,11.05978996551297,10.314119290595652
