,Statistics,Population Density (per sq. mile),Total Population:,White Alone,Black or African American Alone,Asian Alone,Hispanic or Latino Alone,Less than High School,Bachelor's degree or More,Median household income (In 2009 Inflation Adjusted Dollars),Per capita income (In 2009 Inflation adjusted dollars),Gini Index,Occupied,Median year structure built,Median value,Median Gross Rent,Under 2.00 (Poor or struggling),2.00 and Over (Doing ok),Foreign Born:,Population 25 Years and Over:,Housing units:,Population for whom poverty status Is determined:,year
22,"Census Tract 25, Bronx County, New York",121719.8,5401.0,1694.0,1244.0,0.0,2394.0,1420.0,159.0,"$15,202","$8,868",0.52,1852.0,1958.0,"$371,400",$520,4419.0,982.0,1918.0,3009.0,2059.0,5401.0,2009
23,Unnamed: 24,,,0.314,0.23,0.0,0.44299999999999995,0.47200000000000003,0.053,,,,0.9,,,,0.818,0.182,0.355,,,,2009
24,"Census Tract 27.01, Bronx County, New York",81764.8,2763.0,339.0,1476.0,0.0,839.0,609.0,185.0,"$20,294","$12,119",0.56,986.0,1956.0,,$459,1924.0,816.0,399.0,1587.0,1083.0,2740.0,2009
25,Unnamed: 26,,,0.12300000000000001,0.534,0.0,0.304,0.384,0.11699999999999999,,,,0.91,,,,0.7020000000000001,0.298,0.14400000000000002,,,,2009
26,"Census Tract 27.02, Bronx County, New York",88490.8,5372.0,1065.0,1696.0,0.0,2428.0,1295.0,238.0,"$20,475","$7,890",0.46,1457.0,1960.0,"$171,900",$595,4143.0,916.0,1321.0,2539.0,1592.0,5059.0,2009
27,Unnamed: 28,,,0.198,0.316,0.0,0.452,0.51,0.094,,,,0.915,,,,0.8190000000000001,0.18100000000000002,0.24600000000000002,,,,2009
28,"Census Tract 28, Bronx County, New York",36047.3,5806.0,233.0,4734.0,80.0,622.0,762.0,877.0,"$45,809","$23,675",0.4,2382.0,1964.0,"$411,100",$818,1304.0,4502.0,1297.0,4054.0,2437.0,5806.0,2009
29,Unnamed: 30,,,0.04,0.815,0.013999999999999999,0.107,0.188,0.21600000000000003,,,,0.977,,,,0.225,0.775,0.223,,,,2009
30,"Census Tract 31, Bronx County, New York",25722.5,1388.0,123.0,685.0,22.0,558.0,225.0,118.0,"$33,424","$11,843",0.41,463.0,1971.0,"$325,000",$878,707.0,681.0,497.0,821.0,533.0,1388.0,2009
31,Unnamed: 32,,,0.08900000000000001,0.494,0.016,0.402,0.27399999999999997,0.14400000000000002,,,,0.8690000000000001,,,,0.509,0.491,0.358,,,,2009
32,"Census Tract 33, Bronx County, New York",54454.1,3152.0,837.0,992.0,0.0,1167.0,744.0,162.0,"$11,053","$9,120",0.57,1185.0,1977.0,"$289,300",$518,2504.0,648.0,1043.0,1847.0,1244.0,3152.0,2009
33,Unnamed: 34,,,0.266,0.315,0.0,0.37,0.40299999999999997,0.08800000000000001,,,,0.953,,,,0.794,0.20600000000000002,0.331,,,,2009
34,"Census Tract 35, Bronx County, New York",60839.7,3331.0,1149.0,854.0,0.0,1282.0,849.0,148.0,"$18,066","$10,710",0.48,1126.0,1961.0,,$675,2227.0,1104.0,1010.0,1805.0,1254.0,3331.0,2009
35,Unnamed: 36,,,0.345,0.256,0.0,0.385,0.47,0.08199999999999999,,,,0.898,,,,0.669,0.331,0.303,,,,2009
36,"Census Tract 36, Bronx County, New York",54648.7,7460.0,1069.0,3369.0,0.0,2794.0,1072.0,752.0,"$36,292","$15,836",0.41,2853.0,1960.0,"$117,900",$652,3987.0,3391.0,610.0,4254.0,2894.0,7378.0,2009
37,Unnamed: 38,,,0.14300000000000002,0.452,0.0,0.375,0.252,0.177,,,,0.986,,,,0.54,0.46,0.08199999999999999,,,,2009
38,"Census Tract 37, Bronx County, New York",6190.8,414.0,128.0,53.0,0.0,233.0,120.0,0.0,"$14,000","$6,286",0.47,142.0,1963.0,,"$1,041",359.0,55.0,19.0,211.0,142.0,414.0,2009
39,Unnamed: 40,,,0.309,0.128,0.0,0.563,0.569,0.0,,,,1.0,,,,0.867,0.133,0.046,,,,2009
40,"Census Tract 38, Bronx County, New York",63768.6,1625.0,206.0,716.0,0.0,630.0,244.0,168.0,"$46,532","$16,008",0.43,424.0,1967.0,"$446,800",$950,764.0,861.0,381.0,922.0,424.0,1625.0,2009
41,Unnamed: 42,,,0.127,0.441,0.0,0.38799999999999996,0.265,0.182,,,,1.0,,,,0.47,0.53,0.235,,,,2009
42,"Census Tract 39, Bronx County, New York",92491.7,7594.0,3108.0,1664.0,119.0,2644.0,2307.0,450.0,"$22,780","$12,890",0.55,2186.0,1959.0,"$363,300",$798,5273.0,2263.0,2432.0,4227.0,2503.0,7536.0,2009
43,Unnamed: 44,,,0.409,0.21899999999999997,0.016,0.348,0.546,0.107,,,,0.873,,,,0.7,0.3,0.32,,,,2009
44,"Census Tract 40.01, Bronx County, New York",32466.5,1501.0,399.0,283.0,386.0,346.0,418.0,225.0,"$43,976","$18,534",0.33,601.0,1947.0,"$332,900",$848,433.0,1068.0,656.0,1154.0,624.0,1501.0,2009
45,Unnamed: 46,,,0.266,0.18899999999999997,0.257,0.231,0.36200000000000004,0.195,,,,0.963,,,,0.289,0.7120000000000001,0.43700000000000006,,,,2009
46,"Census Tract 40.02, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2009
47,Unnamed: 48,,,,,,,,,,,,,,,,,,,,,,2009
48,"Census Tract 41, Bronx County, New York",86362.2,6097.0,1528.0,2159.0,161.0,2096.0,1198.0,269.0,"$16,193","$9,061",0.54,1792.0,1966.0,"$463,000",$403,4240.0,1831.0,1403.0,2913.0,2072.0,6071.0,2009
49,Unnamed: 50,,,0.251,0.354,0.026000000000000002,0.344,0.41100000000000003,0.092,,,,0.865,,,,0.698,0.302,0.23,,,,2009
50,"Census Tract 43, Bronx County, New York",54343.4,4663.0,888.0,1183.0,168.0,2171.0,1240.0,206.0,"$25,114","$11,878",0.47,1649.0,1976.0,"$417,300",$579,3123.0,1526.0,1097.0,2839.0,1955.0,4649.0,2009
51,Unnamed: 52,,,0.19,0.254,0.036000000000000004,0.466,0.43700000000000006,0.073,,,,0.8440000000000001,,,,0.672,0.32799999999999996,0.235,,,,2009
52,"Census Tract 44, Bronx County, New York",45617.1,4430.0,688.0,1939.0,169.0,1456.0,1066.0,220.0,"$19,813","$13,745",0.58,1621.0,1954.0,"$579,900",$382,2941.0,1267.0,781.0,2865.0,1699.0,4208.0,2009
53,Unnamed: 54,,,0.155,0.43799999999999994,0.038,0.32899999999999996,0.37200000000000005,0.077,,,,0.9540000000000001,,,,0.6990000000000001,0.301,0.17600000000000002,,,,2009
54,"Census Tract 46, Bronx County, New York",28545.9,1726.0,191.0,509.0,0.0,940.0,615.0,115.0,"$32,625","$16,144",0.49,633.0,1954.0,"$261,700",$710,903.0,823.0,296.0,1383.0,711.0,1726.0,2009
55,Unnamed: 56,,,0.111,0.295,0.0,0.545,0.445,0.083,,,,0.89,,,,0.523,0.47700000000000004,0.172,,,,2009
56,"Census Tract 47, Bronx County, New York",57495.2,5000.0,918.0,2988.0,66.0,992.0,1314.0,150.0,"$13,047","$8,159",0.46,1830.0,1953.0,,$333,4019.0,981.0,1116.0,2726.0,1871.0,5000.0,2009
57,Unnamed: 58,,,0.184,0.598,0.013000000000000001,0.198,0.48200000000000004,0.055,,,,0.978,,,,0.804,0.196,0.223,,,,2009
58,"Census Tract 48, Bronx County, New York",73421.5,3995.0,591.0,882.0,84.0,2071.0,742.0,185.0,"$26,678","$11,404",0.46,1172.0,1939.0,"$426,000",$936,2663.0,1332.0,1533.0,2237.0,1311.0,3995.0,2009
59,Unnamed: 60,,,0.14800000000000002,0.221,0.021,0.518,0.332,0.083,,,,0.894,,,,0.667,0.33299999999999996,0.384,,,,2009
60,"Census Tract 49, Bronx County, New York",4972.9,356.0,95.0,51.0,0.0,97.0,85.0,0.0,"$9,194","$5,453",0.36,121.0,1939.0,,$288,356.0,0.0,65.0,173.0,158.0,356.0,2009
61,Unnamed: 62,,,0.267,0.14300000000000002,0.0,0.273,0.491,0.0,,,,0.7659999999999999,,,,1.0,0.0,0.183,,,,2009
62,"Census Tract 50, Bronx County, New York",128111.1,10326.0,1068.0,3277.0,115.0,4967.0,2542.0,472.0,"$27,654","$12,571",0.46,3404.0,1939.0,"$372,100",$877,6514.0,3757.0,3883.0,5989.0,3759.0,10271.0,2009
63,Unnamed: 64,,,0.10300000000000001,0.317,0.011000000000000001,0.48100000000000004,0.424,0.079,,,,0.9059999999999999,,,,0.634,0.366,0.376,,,,2009
64,"Census Tract 52, Bronx County, New York",28791.5,1989.0,135.0,726.0,0.0,816.0,504.0,133.0,"$28,295","$13,718",0.43,757.0,1939.0,"$226,400",$750,1080.0,865.0,701.0,1250.0,857.0,1945.0,2009
65,Unnamed: 66,,,0.068,0.365,0.0,0.41,0.40299999999999997,0.106,,,,0.883,,,,0.555,0.445,0.35200000000000004,,,,2009
66,"Census Tract 53.01, Bronx County, New York",137.0,40.0,9.0,10.0,0.0,0.0,9.0,0.0,,"$2,455",,10.0,1939.0,,,40.0,0.0,0.0,19.0,10.0,40.0,2009
67,Unnamed: 68,,,0.225,0.25,0.0,0.0,0.474,0.0,,,,1.0,,,,1.0,0.0,0.0,,,,2009
68,"Census Tract 53.02, Bronx County, New York",35383.1,3642.0,357.0,2392.0,0.0,799.0,805.0,192.0,"$14,006","$10,948",0.53,1463.0,1975.0,,$774,2725.0,847.0,774.0,1975.0,1683.0,3572.0,2009
69,Unnamed: 70,,,0.098,0.657,0.0,0.21899999999999997,0.408,0.09699999999999999,,,,0.8690000000000001,,,,0.763,0.237,0.213,,,,2009
70,"Census Tract 54, Bronx County, New York",79780.9,6253.0,622.0,1794.0,113.0,3498.0,1673.0,292.0,"$30,185","$12,401",0.46,1700.0,1939.0,"$445,000",$971,3775.0,2401.0,2931.0,3742.0,1958.0,6176.0,2009
71,Unnamed: 72,,,0.1,0.287,0.018000000000000002,0.5589999999999999,0.447,0.078,,,,0.868,,,,0.611,0.389,0.469,,,,2009
72,"Census Tract 56, Bronx County, New York",39638.7,2189.0,191.0,982.0,40.0,783.0,716.0,179.0,"$28,984","$23,203",0.52,918.0,1939.0,"$524,600",$907,1086.0,1103.0,981.0,1657.0,1123.0,2189.0,2009
73,Unnamed: 74,,,0.087,0.449,0.018000000000000002,0.358,0.43200000000000005,0.10800000000000001,,,,0.818,,,,0.496,0.504,0.44799999999999995,,,,2009
74,"Census Tract 57, Bronx County, New York",5656.1,895.0,438.0,370.0,21.0,66.0,196.0,49.0,"$52,438","$15,459",0.38,235.0,1939.0,"$365,400",$796,587.0,308.0,168.0,548.0,273.0,895.0,2009
75,Unnamed: 76,,,0.489,0.413,0.024,0.07400000000000001,0.358,0.08900000000000001,,,,0.861,,,,0.6559999999999999,0.344,0.188,,,,2009
76,"Census Tract 58, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2009
77,Unnamed: 78,,,,,,,,,,,,,,,,,,,,,,2009
78,"Census Tract 59.01, Bronx County, New York",62661.1,5155.0,919.0,1991.0,304.0,1605.0,956.0,443.0,"$28,844","$14,311",0.44,1896.0,1939.0,"$163,900",$909,3071.0,2073.0,2139.0,3168.0,1937.0,5144.0,2009
79,Unnamed: 80,,,0.17800000000000002,0.386,0.059000000000000004,0.311,0.302,0.14,,,,0.9790000000000001,,,,0.597,0.40299999999999997,0.415,,,,2009
80,"Census Tract 59.02, Bronx County, New York",73650.7,2231.0,555.0,1000.0,0.0,648.0,511.0,364.0,"$34,510","$20,982",0.47,1034.0,1943.0,"$162,500",$960,990.0,1241.0,780.0,1656.0,1161.0,2231.0,2009
81,Unnamed: 82,,,0.249,0.44799999999999995,0.0,0.29100000000000004,0.309,0.22,,,,0.8909999999999999,,,,0.444,0.556,0.35,,,,2009
82,"Census Tract 60, Bronx County, New York",34849.6,1232.0,91.0,47.0,0.0,1067.0,336.0,60.0,"$25,962","$10,051",0.36,382.0,1939.0,"$427,300",$889,1036.0,196.0,615.0,681.0,419.0,1232.0,2009
83,Unnamed: 84,,,0.07400000000000001,0.038,0.0,0.866,0.493,0.08800000000000001,,,,0.912,,,,0.841,0.159,0.499,,,,2009
84,"Census Tract 61, Bronx County, New York",40627.8,3870.0,109.0,3066.0,8.0,589.0,463.0,510.0,"$32,599","$21,538",0.42,1993.0,1964.0,"$24,600",$650,1804.0,2050.0,434.0,2601.0,2110.0,3854.0,2009
85,Unnamed: 86,,,0.027999999999999997,0.792,0.002,0.152,0.17800000000000002,0.196,,,,0.945,,,,0.46799999999999997,0.532,0.11199999999999999,,,,2009
86,"Census Tract 62, Bronx County, New York",87226.0,6407.0,728.0,3164.0,0.0,2194.0,1470.0,232.0,"$16,922","$10,976",0.51,2379.0,1954.0,"$341,700",$547,4324.0,2075.0,1306.0,3380.0,2496.0,6399.0,2009
87,Unnamed: 88,,,0.114,0.494,0.0,0.342,0.435,0.069,,,,0.953,,,,0.6759999999999999,0.324,0.204,,,,2009
88,"Census Tract 64, Bronx County, New York",60639.4,3807.0,299.0,1902.0,34.0,1334.0,571.0,330.0,"$41,013","$15,606",0.42,1189.0,1952.0,"$427,400","$1,168",1837.0,1970.0,1188.0,2215.0,1364.0,3807.0,2009
89,Unnamed: 90,,,0.079,0.5,0.009000000000000001,0.35,0.258,0.149,,,,0.872,,,,0.483,0.518,0.312,,,,2009
90,"Census Tract 65, Bronx County, New York",52337.6,4737.0,754.0,1444.0,152.0,2190.0,1184.0,301.0,"$20,025","$10,699",0.45,1550.0,1970.0,"$450,000",$795,3456.0,1257.0,1422.0,2651.0,1740.0,4713.0,2009
91,Unnamed: 92,,,0.159,0.305,0.032,0.462,0.447,0.114,,,,0.8909999999999999,,,,0.733,0.267,0.3,,,,2009
92,"Census Tract 66, Bronx County, New York",64133.9,3786.0,676.0,915.0,333.0,1760.0,839.0,359.0,"$34,817","$15,779",0.44,1313.0,1939.0,"$435,900",$973,1742.0,2044.0,1355.0,2517.0,1515.0,3786.0,2009
93,Unnamed: 94,,,0.179,0.242,0.08800000000000001,0.465,0.33299999999999996,0.14300000000000002,,,,0.867,,,,0.46,0.54,0.358,,,,2009
94,"Census Tract 67, Bronx County, New York",93449.8,7355.0,1160.0,2474.0,102.0,3390.0,1951.0,101.0,"$15,620","$7,612",0.46,2241.0,1956.0,"$507,200",$504,5938.0,1288.0,2439.0,3654.0,2353.0,7226.0,2009
95,Unnamed: 96,,,0.158,0.336,0.013999999999999999,0.461,0.534,0.027999999999999997,,,,0.9520000000000001,,,,0.8220000000000001,0.17800000000000002,0.332,,,,2009
96,"Census Tract 68, Bronx County, New York",53036.1,3189.0,418.0,1289.0,119.0,1205.0,505.0,244.0,"$52,964","$22,144",0.43,1151.0,1949.0,"$483,900","$1,100",928.0,2234.0,995.0,2024.0,1240.0,3162.0,2009
97,Unnamed: 98,,,0.131,0.40399999999999997,0.037000000000000005,0.37799999999999995,0.25,0.121,,,,0.9279999999999999,,,,0.294,0.7070000000000001,0.312,,,,2009
98,"Census Tract 69, Bronx County, New York",76936.7,5311.0,1384.0,2235.0,0.0,1431.0,1217.0,441.0,"$18,194","$11,413",0.5,1946.0,1969.0,"$442,700",$569,3325.0,1900.0,995.0,2932.0,2145.0,5225.0,2009
99,Unnamed: 100,,,0.261,0.42100000000000004,0.0,0.26899999999999996,0.415,0.15,,,,0.907,,,,0.636,0.364,0.187,,,,2009
100,"Census Tract 70, Bronx County, New York",57052.8,4443.0,475.0,1556.0,230.0,1915.0,871.0,304.0,"$41,042","$15,763",0.4,1263.0,1939.0,"$487,000","$1,078",1965.0,2373.0,1233.0,2393.0,1368.0,4338.0,2009
101,Unnamed: 102,,,0.107,0.35,0.052000000000000005,0.431,0.364,0.127,,,,0.9229999999999999,,,,0.45299999999999996,0.547,0.278,,,,2009
102,"Census Tract 71, Bronx County, New York",22591.9,2323.0,498.0,1257.0,0.0,498.0,599.0,140.0,"$28,125","$17,220",0.65,569.0,1991.0,"$211,300",$333,1505.0,751.0,450.0,1047.0,569.0,2256.0,2009
103,Unnamed: 104,,,0.214,0.541,0.0,0.214,0.5720000000000001,0.134,,,,1.0,,,,0.667,0.33299999999999996,0.19399999999999998,,,,2009
104,"Census Tract 72, Bronx County, New York",63095.6,4876.0,671.0,668.0,1711.0,1528.0,904.0,449.0,"$36,308","$15,672",0.44,1615.0,1941.0,"$372,900",$981,2572.0,2304.0,2335.0,3055.0,1733.0,4876.0,2009
105,Unnamed: 106,,,0.138,0.13699999999999998,0.35100000000000003,0.313,0.29600000000000004,0.147,,,,0.932,,,,0.528,0.473,0.479,,,,2009
106,"Census Tract 73, Bronx County, New York",64695.2,3558.0,1102.0,983.0,0.0,1316.0,957.0,200.0,"$24,696","$12,618",0.44,1224.0,1956.0,"$59,600",$694,2261.0,1297.0,1011.0,2005.0,1295.0,3558.0,2009
107,Unnamed: 108,,,0.31,0.276,0.0,0.37,0.47700000000000004,0.1,,,,0.945,,,,0.636,0.365,0.284,,,,2009
108,"Census Tract 74, Bronx County, New York",49718.0,3613.0,520.0,1212.0,222.0,1504.0,329.0,597.0,"$47,813","$23,139",0.44,1345.0,1969.0,"$336,200",$765,1251.0,2362.0,708.0,2466.0,1471.0,3613.0,2009
109,Unnamed: 110,,,0.14400000000000002,0.336,0.061,0.41600000000000004,0.133,0.242,,,,0.914,,,,0.34600000000000003,0.654,0.196,,,,2009
110,"Census Tract 75, Bronx County, New York",48689.3,4248.0,755.0,1393.0,7.0,1977.0,859.0,355.0,"$26,483","$16,045",0.5,1549.0,1963.0,"$245,100",$538,2241.0,2007.0,951.0,2527.0,1731.0,4248.0,2009
111,Unnamed: 112,,,0.17800000000000002,0.32799999999999996,0.002,0.465,0.34,0.141,,,,0.895,,,,0.528,0.473,0.22399999999999998,,,,2009
112,"Census Tract 77, Bronx County, New York",44175.0,1931.0,451.0,451.0,47.0,982.0,546.0,111.0,"$53,254","$17,534",0.37,549.0,1984.0,"$424,600",$910,791.0,1112.0,565.0,1109.0,567.0,1903.0,2009
113,Unnamed: 114,,,0.23399999999999999,0.23399999999999999,0.024,0.509,0.49200000000000005,0.1,,,,0.968,,,,0.41600000000000004,0.584,0.293,,,,2009
114,"Census Tract 78, Bronx County, New York",53924.9,5650.0,804.0,823.0,300.0,3210.0,1282.0,578.0,"$38,953","$17,996",0.46,1898.0,1946.0,"$436,000","$1,067",2377.0,3273.0,1586.0,3474.0,2192.0,5650.0,2009
115,Unnamed: 116,,,0.142,0.146,0.053,0.568,0.369,0.166,,,,0.866,,,,0.42100000000000004,0.579,0.281,,,,2009
116,"Census Tract 79, Bronx County, New York",82520.7,6491.0,1411.0,2155.0,73.0,2593.0,1935.0,330.0,"$16,512","$10,230",0.5,2198.0,1964.0,"$485,900",$500,4587.0,1881.0,1971.0,3769.0,2338.0,6468.0,2009
117,Unnamed: 118,,,0.217,0.332,0.011000000000000001,0.4,0.513,0.08800000000000001,,,,0.94,,,,0.7090000000000001,0.29100000000000004,0.304,,,,2009
118,"Census Tract 81, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2009
119,Unnamed: 120,,,,,,,,,,,,,,,,,,,,,,2009
120,"Census Tract 83, Bronx County, New York",85039.0,6697.0,1842.0,1556.0,0.0,2915.0,1453.0,172.0,"$22,585","$10,388",0.48,2028.0,1945.0,"$339,600",$792,4888.0,1809.0,1830.0,3512.0,2271.0,6697.0,2009
121,Unnamed: 122,,,0.275,0.23199999999999998,0.0,0.435,0.414,0.049,,,,0.893,,,,0.73,0.27,0.273,,,,2009
122,"Census Tract 84, Bronx County, New York",44867.8,2755.0,354.0,1380.0,70.0,794.0,279.0,476.0,"$80,000","$28,260",0.43,756.0,1970.0,"$445,900","$1,247",495.0,2260.0,927.0,1804.0,851.0,2755.0,2009
123,Unnamed: 124,,,0.129,0.501,0.025,0.28800000000000003,0.155,0.264,,,,0.888,,,,0.18,0.82,0.337,,,,2009
124,"Census Tract 85, Bronx County, New York",77792.8,5296.0,861.0,1817.0,16.0,2420.0,1115.0,318.0,"$25,115","$12,079",0.49,1542.0,1946.0,"$348,700",$790,3287.0,1757.0,1646.0,2671.0,1702.0,5044.0,2009
125,Unnamed: 126,,,0.163,0.34299999999999997,0.003,0.457,0.41700000000000004,0.11900000000000001,,,,0.9059999999999999,,,,0.652,0.348,0.311,,,,2009
126,"Census Tract 86, Bronx County, New York",56826.2,4183.0,758.0,1498.0,68.0,1757.0,994.0,206.0,"$24,250","$12,915",0.45,1467.0,1957.0,"$345,900",$483,2023.0,2160.0,740.0,2575.0,1506.0,4183.0,2009
127,Unnamed: 128,,,0.18100000000000002,0.358,0.016,0.42,0.386,0.08,,,,0.9740000000000001,,,,0.484,0.516,0.177,,,,2009
128,"Census Tract 87, Bronx County, New York",62338.6,5299.0,705.0,1092.0,63.0,3323.0,1412.0,265.0,"$23,496","$10,983",0.49,1546.0,1963.0,"$336,000",$763,3708.0,1487.0,1825.0,2961.0,1674.0,5195.0,2009
129,Unnamed: 130,,,0.133,0.20600000000000002,0.012,0.627,0.47700000000000004,0.09,,,,0.924,,,,0.7140000000000001,0.28600000000000003,0.344,,,,2009
130,"Census Tract 88, Bronx County, New York",48128.6,3353.0,597.0,1093.0,109.0,1554.0,889.0,144.0,"$22,259","$12,381",0.54,1165.0,1955.0,"$372,200",$392,2054.0,1299.0,670.0,1946.0,1188.0,3353.0,2009
131,Unnamed: 132,,,0.17800000000000002,0.326,0.033,0.46399999999999997,0.457,0.07400000000000001,,,,0.981,,,,0.613,0.387,0.2,,,,2009
132,"Census Tract 89, Bronx County, New York",71148.9,2607.0,538.0,278.0,33.0,1593.0,678.0,68.0,"$22,558","$14,213",0.58,1013.0,1958.0,"$363,200",$658,1690.0,917.0,711.0,1507.0,1102.0,2607.0,2009
133,Unnamed: 134,,,0.20600000000000002,0.107,0.013000000000000001,0.611,0.45,0.045,,,,0.919,,,,0.648,0.35200000000000004,0.273,,,,2009
134,"Census Tract 91, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,18.0,0.0,2009
135,Unnamed: 136,,,,,,,,,,,,0.0,,,,,,,,,,2009
136,"Census Tract 92, Bronx County, New York",47790.9,6160.0,809.0,779.0,1063.0,3381.0,1511.0,325.0,"$41,827","$15,342",0.44,1687.0,1939.0,"$439,600","$1,133",3103.0,3057.0,2819.0,3927.0,1842.0,6160.0,2009
137,Unnamed: 138,,,0.131,0.127,0.17300000000000001,0.5489999999999999,0.385,0.083,,,,0.9159999999999999,,,,0.504,0.496,0.45799999999999996,,,,2009
138,"Census Tract 94, Bronx County, New York",23351.0,1958.0,443.0,556.0,12.0,920.0,364.0,180.0,"$48,797","$16,908",0.41,483.0,1948.0,"$387,500","$1,412",733.0,878.0,546.0,1161.0,494.0,1611.0,2009
139,Unnamed: 140,,,0.226,0.284,0.006,0.47,0.314,0.155,,,,0.978,,,,0.455,0.545,0.27899999999999997,,,,2009
140,"Census Tract 97, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,18.0,0.0,2009
141,Unnamed: 142,,,,,,,,,,,,0.0,,,,,,,,,,2009
