,ct_index,Population_density,Total_pop,perc_white,perc_black,perc_asian,perc_hispanic,high_school_below,bachelor_up,Median_hhs_Income,Per_Capita_Income,Gini_Index,Occupied_rate,Median_Value,Median_Rent,inc_to_poverty_under2,inc_to_poverty_above2,Foreign_born,year,GEO.id2,Total_Housing_unit,n_ct,Total Low-Income Units:,perc_pc,perc_pc_,building_age,entropy_index
395,"Census Tract 144, Bronx County, New York",37843.6,5657.0,0.22785928937599434,0.40321725296093336,4.0279174363796064e-05,0.2923811207353721,0.2969446212603437,0.07097390197326542,"$21,964","$15,031",0.54,0.9062780269058296,"$528,800",$515,0.6200247656111799,0.3799752343888201,0.1163160685875906,2013,36005014400,2254,144.0,0.0,0.0,0.0,59.0,1.0631919487037815
396,"Census Tract 144, Bronx County, New York",34679.4,5184.0,0.17939814814814814,0.3414351851851852,3.4606124256973024e-05,0.3481867283950617,0.26997503121098626,0.11860174781523095,"$25,844","$18,001",0.51,0.9162162162162162,"$462,200",$432,0.5308641975308642,0.4691358024691358,0.12827932098765432,2010,36005014400,2254,144.0,0.0,0.0,0.0,59.0,1.042836026948133
397,"Census Tract 144, Bronx County, New York",38437.5,5015.0,0.16071784646061815,0.3349950149551346,3.204742701109036e-05,0.384247258225324,0.23781094527363186,0.11575456053067995,"$25,417","$17,617",0.5,0.9112219451371572,"$433,100",$457,0.4715852442671984,0.5284147557328016,0.13020937188434695,2009,36005014400,2254,144.0,0.0,0.0,0.0,60.0,1.028025154775017
399,"Census Tract 145, Bronx County, New York",96453.1,6757.0,0.08258102708302499,0.4405801391149919,1.2221552032414532e-05,0.42726061861772974,0.3878166465621231,0.06996381182147167,"$21,545","$9,178",0.44,0.9483146067415732,"$284,400",$793,0.8069734568870741,0.193026543112926,0.18588130827290214,2014,36005014500,2300,145.0,438.0,0.19043478260869565,0.19685393258426967,59.0,0.9305463132571071
400,"Census Tract 145, Bronx County, New York",87974.0,6163.0,0.0976797014441019,0.4327437936070096,1.5849375538552966e-05,0.4110011358104819,0.4001311905542801,0.07609052148245328,"$20,621","$9,016",0.45,0.9265116279069768,"$138,800",$785,0.8155143338954469,0.1844856661045531,0.1901671263994808,2013,36005014500,2300,145.0,438.0,0.19043478260869565,0.20372093023255813,59.0,0.9552999302584128
401,"Census Tract 145, Bronx County, New York",81764.6,5728.0,0.04766061452513967,0.4771298882681565,8.320638010673825e-06,0.4198673184357542,0.4486241727621038,0.061650992685475435,"$20,368","$10,280",0.48,0.9119683481701286,"$541,700",$700,0.7492237442922375,0.2507762557077626,0.21124301675977653,2010,36005014500,2300,145.0,438.0,0.19043478260869565,0.2166172106824926,58.0,0.8625874918892884
412,"Census Tract 149, Bronx County, New York",75578.6,4531.0,0.08121827411167512,0.4098433016994041,1.7925021874128253e-05,0.44096225998675787,0.3967491688215737,0.08718138160325083,"$23,674","$11,460",0.45,0.8881948782011243,"$415,400",$916,0.7144821264894592,0.2855178735105408,0.3301699404105054,2014,36005014900,1622,149.0,256.0,0.15782983970406905,0.1599000624609619,78.0,0.9307340395249883
413,"Census Tract 149, Bronx County, New York",69023.2,4138.0,0.0860318994683422,0.4050265828902852,2.0790695859918365e-05,0.4461092315128081,0.33706996521066873,0.09702357943563973,"$23,491","$12,342",0.46,0.8488664987405542,"$442,900",$903,0.6862060364180593,0.3137939635819406,0.3651522474625423,2013,36005014900,1622,149.0,256.0,0.15782983970406905,0.16120906801007556,65.0,0.9374232120420735
414,"Census Tract 149, Bronx County, New York",62851.5,3768.0,0.0875796178343949,0.4705414012738853,2.3242998363692914e-05,0.42144373673036095,0.2843137254901961,0.10071301247771837,"$23,767","$12,154",0.46,0.9067743940335612,"$450,000",$775,0.6429530201342282,0.35704697986577183,0.3131634819532909,2010,36005014900,1622,149.0,256.0,0.15782983970406905,0.15910503418272218,55.0,0.9324066254871752
415,"Census Tract 149, Bronx County, New York",61294.6,3713.0,0.07487207110153515,0.4530029625639645,2.016484543537171e-05,0.4481551306221384,0.30370722433460073,0.1126425855513308,"$21,667","$12,221",0.5,0.8900190718372537,"$380,800",$715,0.6537313432835821,0.34626865671641793,0.2291947212496633,2009,36005014900,1622,149.0,256.0,0.15782983970406905,0.16274634456452639,56.0,0.9126942960408186
416,"Census Tract 151, Bronx County, New York",67480.8,5458.0,0.10626603151337488,0.43715646757053866,1.9469774920002725e-05,0.4289116892634665,0.3547008547008547,0.11263736263736265,"$30,339","$14,429",0.48,0.8883838383838384,"$411,000","$1,000",0.6159926470588235,0.3840073529411765,0.35818981311835835,2015,36005015100,1980,151.0,271.0,0.13686868686868686,0.13686868686868686,78.0,0.9632462344087802
417,"Census Tract 151, Bronx County, New York",70003.0,5662.0,0.1125044154009184,0.44401271635464507,1.987008396342607e-05,0.39809254680324974,0.3789566236811254,0.09349355216881594,"$29,699","$14,677",0.48,0.9096446700507614,"$377,200","$1,046",0.6093500973968479,0.3906499026031521,0.3299187566231014,2014,36005015100,1980,151.0,271.0,0.13686868686868686,0.13756345177664975,78.0,0.973176837588565
418,"Census Tract 151, Bronx County, New York",73576.1,5951.0,0.11729121156108215,0.4483280120988069,1.970949614536753e-05,0.3871618215425979,0.3727945361411497,0.093340922026181,"$29,031","$13,940",0.47,0.9286798179059179,"$426,200","$1,025",0.6357972722680586,0.3642027277319414,0.3144009410183162,2013,36005015100,1980,151.0,271.0,0.13686868686868686,0.13707637835103692,77.0,0.9786247519642703
419,"Census Tract 151, Bronx County, New York",65638.7,5309.0,0.07346016198907515,0.4938783198342437,1.3836911280669644e-05,0.3857600301375024,0.3615120274914089,0.09587628865979382,"$25,639","$12,979",0.46,0.9023760330578512,"$395,500",$967,0.6225453172205438,0.3774546827794562,0.3729515916368431,2010,36005015100,1980,151.0,271.0,0.13686868686868686,0.1399793388429752,78.0,0.907826369625893
420,"Census Tract 151, Bronx County, New York",63539.5,5261.0,0.06443641893176202,0.4919216878920357,1.2247941252948496e-05,0.4111385668123931,0.34234234234234234,0.0701951951951952,"$27,000","$12,336",0.44,0.8817317845828934,"$360,300",$983,0.6391195211430778,0.3608804788569222,0.3409998099220681,2009,36005015100,1980,151.0,271.0,0.13686868686868686,0.14308342133051744,57.0,0.8912451592971049
421,"Census Tract 152, Bronx County, New York",23921.7,2803.0,0.3963610417409918,0.1177310024973243,0.0001414060084698508,0.37424188369604,0.1868818323789693,0.22123893805309736,"$70,162","$28,665",0.43,0.8806875631951466,"$438,100","$1,337",0.28077060292543704,0.719229397074563,0.2475918658580093,2015,36005015200,989,152.0,0.0,0.0,0.0,65.0,0.987750607486195
422,"Census Tract 152, Bronx County, New York",25261.6,2960.0,0.4226351351351351,0.15101351351351353,0.00014278214024835648,0.3185810810810811,0.2233830845771144,0.20597014925373133,"$58,929","$23,486",0.44,0.8831683168316832,"$422,900","$1,331",0.3550675675675676,0.6449324324324325,0.2415540540540541,2014,36005015200,989,152.0,0.0,0.0,0.0,67.0,1.015148854253868
423,"Census Tract 152, Bronx County, New York",23349.9,2736.0,0.4440789473684211,0.160453216374269,0.0001623095567867036,0.28618421052631576,0.19742489270386265,0.22317596566523606,"$58,125","$23,846",0.44,0.8895833333333333,"$419,900","$1,290",0.35453216374269003,0.6454678362573101,0.2379385964912281,2013,36005015200,989,152.0,0.0,0.0,0.0,66.0,1.0135391001217247
424,"Census Tract 152, Bronx County, New York",18229.3,2136.0,0.5660112359550562,0.07443820224719101,0.00026498653368682405,0.3342696629213483,0.3038709677419355,0.18064516129032254,"$45,161","$25,640",0.45,0.8981779206859593,"$430,900","$1,190",0.4349250936329588,0.5650749063670412,0.16853932584269662,2010,36005015200,989,152.0,0.0,0.0,0.0,70.0,0.8839924185882253
425,"Census Tract 153, Bronx County, New York",49583.3,4466.0,0.07187639946260636,0.5210479175996418,1.6094133332424175e-05,0.3510971786833856,0.2941851568477429,0.19089517980107115,"$19,630","$12,812",0.53,0.9533678756476685,"$357,000","$1,092",0.7093596059113301,0.29064039408866993,0.3528884908195253,2015,36005015300,1544,153.0,324.0,0.20984455958549225,0.20984455958549222,37.0,0.8965830824607284
426,"Census Tract 153, Bronx County, New York",49638.8,4471.0,0.12704093044061732,0.4502348467904272,2.841443311129889e-05,0.3319167971371058,0.2687423187218353,0.1818926669397788,"$19,803","$12,035",0.48,0.9509408602150538,"$349,400","$1,041",0.7403673835125448,0.2596326164874552,0.3207336166405726,2014,36005015300,1544,153.0,324.0,0.20984455958549225,0.21774193548387097,39.0,0.9877566223018583
427,"Census Tract 153, Bronx County, New York",44731.5,4029.0,0.16108215438073964,0.4690990320178705,3.9980678674792655e-05,0.2874162323157111,0.3584295612009238,0.17367205542725173,"$21,521","$13,084",0.47,0.9659632402995236,"$316,500","$1,073",0.6919053549190536,0.3080946450809465,0.3139736907421196,2013,36005015300,1544,153.0,324.0,0.20984455958549225,0.2205582028590878,45.0,1.0079531274891247
428,"Census Tract 153, Bronx County, New York",41955.9,3779.0,0.08309076475258005,0.5093940195819,2.1987500596078338e-05,0.3355385022492723,0.4551898734177216,0.10126582278481013,"$19,095","$11,989",0.53,0.9226686884003032,"$326,200",$894,0.6673723207197672,0.33262767928023285,0.234718179412543,2010,36005015300,1544,153.0,324.0,0.20984455958549225,0.24564063684609552,37.0,0.9169684094823043
429,"Census Tract 153, Bronx County, New York",41218.6,3737.0,0.057532780305057526,0.5161894567835162,1.539544562618612e-05,0.3971099812683971,0.3965,0.1,"$19,809","$11,806",0.52,0.9246420497362472,"$336,200",$941,0.6344661493176345,0.3655338506823656,0.2467219694942467,2009,36005015300,1544,153.0,324.0,0.20984455958549225,0.24415975885455915,34.0,0.8725439714758105
430,"Census Tract 155, Bronx County, New York",69312.4,3178.0,0.08432976714915041,0.20169918187539326,2.653548368444003e-05,0.6680302076777848,0.4694989106753813,0.12962962962962962,"$21,136","$10,488",0.45,0.9882139619220308,"$541,700",$760,0.758664546899841,0.24133545310015894,0.4317180616740088,2015,36005015500,1103,155.0,103.0,0.09338168631006348,0.09338168631006347,78.0,0.8012427733264771
431,"Census Tract 155, Bronx County, New York",66695.2,3058.0,0.16252452583387836,0.25049051667756705,5.314732695679475e-05,0.5555918901242642,0.4229736983360172,0.10305958132045087,"$23,883","$11,933",0.42,0.9888059701492538,"$479,400",$861,0.6588039867109634,0.3411960132890365,0.4185742315238718,2014,36005015500,1103,155.0,103.0,0.09338168631006348,0.0960820895522388,78.0,0.9691139563142559
432,"Census Tract 155, Bronx County, New York",72605.7,3329.0,0.13968158606188044,0.20726945028537094,4.195902254787637e-05,0.6353259237008111,0.47764334560757504,0.10152551288795372,"$26,698","$11,690",0.4,0.975609756097561,"$550,000",$899,0.6038251366120219,0.3961748633879781,0.4340642835686392,2013,36005015500,1103,155.0,103.0,0.09338168631006348,0.09662288930581614,74.0,0.889752764375823
435,"Census Tract 157, Bronx County, New York",32806.5,4054.0,0.08954119388258511,0.3367044893931919,2.208712231933525e-05,0.5658608781450419,0.34254573764110546,0.08563643441027638,"$33,785","$16,223",0.46,0.9280057595392368,"$405,400",$982,0.6263627353815661,0.3736372646184341,0.3976319684262457,2015,36005015700,1389,157.0,403.0,0.29013678905687545,0.29013678905687545,32.0,0.9050294500222333
436,"Census Tract 157, Bronx County, New York",30435.4,3761.0,0.07178941770805637,0.38128157404945495,1.9087853684673325e-05,0.4855091730922627,0.3782549109182275,0.051621745089081766,"$31,648","$14,486",0.46,0.9376443418013856,"$371,200",$958,0.6999199786609762,0.3000800213390237,0.30603562882212176,2014,36005015700,1389,157.0,403.0,0.29013678905687545,0.3102386451116243,31.0,0.9077483768085887
437,"Census Tract 157, Bronx County, New York",26672.5,3296.0,0.08100728155339806,0.3841019417475728,2.457745192760864e-05,0.4632888349514563,0.3563348416289593,0.1165158371040724,"$26,250","$13,571",0.46,0.8710443037974683,"$385,700",$991,0.6847230675593426,0.3152769324406573,0.3115898058252427,2013,36005015700,1389,157.0,403.0,0.29013678905687545,0.3188291139240506,36.0,0.9278331277669342
438,"Census Tract 157, Bronx County, New York",25102.5,3102.0,0.042230818826563515,0.3745970341715023,1.361406151726741e-05,0.4851708575112829,0.3862115127175368,0.13253012048192772,"$24,336","$11,453",0.47,0.8662884927066451,"$363,600",$920,0.696969696969697,0.30303030303030304,0.28884590586718245,2010,36005015700,1389,157.0,403.0,0.29013678905687545,0.326580226904376,42.0,0.8525167214054917
439,"Census Tract 157, Bronx County, New York",44811.6,3276.0,0.09798534798534797,0.38217338217338215,2.9910057382584856e-05,0.4780219780219781,0.3672566371681416,0.13274336283185842,"$27,778","$11,502",0.44,0.8769106999195495,"$380,200",$938,0.6866768759571209,0.31332312404287904,0.31807081807081805,2009,36005015700,1389,157.0,403.0,0.29013678905687545,0.3242156074014481,44.0,0.9483580162390184
440,"Census Tract 158, Bronx County, New York",19101.8,1202.0,0.5931780366056573,0.0632279534109817,0.000493492542933159,0.2429284525790349,0.2080856123662307,0.20451843043995244,"$77,045","$32,964",0.39,0.8379446640316206,"$419,600","$1,590",0.16472545757071547,0.8352745424292846,0.19883527454242927,2015,36005015800,506,158.0,0.0,0.0,0.0,59.0,0.831864882508969
441,"Census Tract 158, Bronx County, New York",19594.4,1233.0,0.6034063260340633,0.10462287104622872,0.0004893806374972128,0.16950527169505272,0.24492099322799096,0.1918735891647856,"$55,833","$30,651",0.42,0.8705882352941177,"$442,700","$1,414",0.24006488240064885,0.7599351175993512,0.19951338199513385,2014,36005015800,506,158.0,0.0,0.0,0.0,57.0,0.8455746568895957
442,"Census Tract 158, Bronx County, New York",19991.7,1258.0,0.6081081081081081,0.10015898251192368,0.00048339277274094444,0.17647058823529413,0.26082130965593786,0.2008879023307436,"$55,556","$30,401",0.41,0.8757396449704142,"$453,400","$1,203",0.2575516693163752,0.7424483306836248,0.2082670906200318,2013,36005015800,506,158.0,0.0,0.0,0.0,55.0,0.8427366456165681
443,"Census Tract 158, Bronx County, New York",20039.4,1261.0,0.626486915146709,0.15622521808088818,0.0004968175377848604,0.10309278350515463,0.2629629629629629,0.1259259259259259,"$44,167","$21,456",0.39,0.9051383399209486,"$494,100","$1,050",0.3433782712133228,0.6566217287866772,0.16732751784298175,2010,36005015800,506,158.0,0.0,0.0,0.0,55.0,0.8210069956053541
444,"Census Tract 158, Bronx County, New York",21725.0,1377.0,0.6986201888162672,0.0486564996368918,0.0005073494472158804,0.1692084241103849,0.22643553629469124,0.06608884073672806,"$36,488","$23,368",0.45,0.9429477020602218,"$439,100","$1,057",0.3790849673202614,0.6209150326797386,0.14742193173565726,2009,36005015800,506,158.0,0.0,0.0,0.0,57.0,0.7021145652736153
446,"Census Tract 159, Bronx County, New York",46206.9,1845.0,0.1962059620596206,0.07479674796747968,0.00010634469488326319,0.6894308943089431,0.5319516407599311,0.12176165803108807,"$16,371","$12,528",0.49,0.928067700987306,"$81,300",$441,0.605420054200542,0.39457994579945793,0.3642276422764228,2014,36005015900,708,159.0,706.0,0.9971751412429378,0.995768688293371,47.0,0.7708502377186833
448,"Census Tract 159, Bronx County, New York",73680.5,2942.0,0.18728755948334466,0.06662134602311352,6.36599454396141e-05,0.6366417403127125,0.6595485051860891,0.03172666259914582,"$32,400","$11,643",0.47,1.0,"$148,600",$843,0.5190346702923182,0.4809653297076818,0.2787219578518015,2010,36005015900,708,159.0,706.0,0.9971751412429378,0.9592391304347826,51.0,0.7822760463232891
449,"Census Tract 160, Bronx County, New York",22389.1,4274.0,0.7807674309780066,0.007487131492746842,0.0001826783881558275,0.1551240056153486,0.12451487710219923,0.2745795601552393,"$77,216","$35,775",0.42,0.8965922444183314,"$439,400","$1,636",0.17272088118115772,0.8272791188188423,0.2171268132896584,2015,36005016000,1702,160.0,0.0,0.0,0.0,59.0,0.5205197778227708
450,"Census Tract 160, Bronx County, New York",23201.0,4429.0,0.829081056671935,0.004741476631293746,0.00018719373598372882,0.11131180853465794,0.09881675727534378,0.3185161496642149,"$88,438","$36,695",0.41,0.9422619047619047,"$396,700","$1,589",0.16459697448634006,0.83540302551366,0.18536915782343644,2014,36005016000,1702,160.0,0.0,0.0,0.0,63.0,0.4267572429821226
451,"Census Tract 160, Bronx County, New York",22970.6,4385.0,0.8337514253135689,0.00524515393386545,0.00019013715514562576,0.09304446978335232,0.1449906658369633,0.34131922837585565,"$85,104","$36,013",0.4,0.9297263681592042,"$442,600","$1,772",0.130672748004561,0.869327251995439,0.14367160775370585,2013,36005016000,1702,160.0,0.0,0.0,0.0,64.0,0.40171176385571306
452,"Census Tract 160, Bronx County, New York",18711.7,3572.0,0.6802911534154535,0.03079507278835386,0.00019045105078820088,0.2735162374020157,0.12368516503445776,0.3217265143271672,"$73,325","$33,435",0.37,0.92217135382603,"$443,000","$1,722",0.10694288913773796,0.8930571108622621,0.1786114221724524,2010,36005016000,1702,160.0,0.0,0.0,0.0,62.0,0.7254670612865124
453,"Census Tract 160, Bronx County, New York",26929.7,5192.0,0.8195300462249615,0.01926040061633282,0.0001578447700741451,0.1531201848998459,0.14373244830227214,0.22823589481746234,"$73,015","$33,076",0.37,0.9021929824561404,"$367,300","$1,653",0.162557781201849,0.8374422187981508,0.1475346687211094,2009,36005016000,1702,160.0,0.0,0.0,0.0,63.0,0.5278959147272535
457,"Census Tract 161, Bronx County, New York",45656.3,4253.0,0.09851869268751468,0.31530684222901484,2.3164517443572697e-05,0.5673642134963555,0.5390124387485865,0.04598567659253675,"$17,011","$9,903",0.46,0.9281828073993472,"$500,000",$676,0.8043581241117953,0.19564187588820464,0.3091935104632024,2010,36005016100,1813,161.0,330.0,0.18201875344732488,0.1795429815016322,78.0,0.9140510264920843
458,"Census Tract 161, Bronx County, New York",46337.9,4433.0,0.11279043537108055,0.31130160162418224,2.5443364622395787e-05,0.55741033160388,0.4388934764657308,0.049132947976878616,"$18,374","$9,251",0.43,0.9232847109670448,"$500,000",$683,0.8380474452554745,0.16195255474452555,0.22084367245657568,2009,36005016100,1813,161.0,330.0,0.18201875344732488,0.17828200972447325,78.0,0.935470430679388
459,"Census Tract 162, Bronx County, New York",28231.4,1969.0,0.6734382935500254,0.07160995429151852,0.0003420204639664933,0.20670391061452514,0.25846833578792344,0.2106038291605302,"$70,682","$22,967",0.43,0.8683385579937304,"$404,600","$1,213",0.364105504587156,0.6358944954128439,0.1467750126968004,2015,36005016200,638,162.0,0.0,0.0,0.0,78.0,0.7836426107243726
460,"Census Tract 162, Bronx County, New York",28518.1,1989.0,0.6415284062342886,0.06636500754147813,0.0003225381630137198,0.17998994469582705,0.2706713780918728,0.2395759717314488,"$67,813","$24,165",0.44,0.8773006134969326,"$420,800","$1,167",0.4124004550625711,0.5875995449374289,0.13122171945701358,2014,36005016200,638,162.0,0.0,0.0,0.0,78.0,0.7760458782908122
461,"Census Tract 162, Bronx County, New York",25679.2,1791.0,0.6839754327191513,0.09045226130653268,0.00038189583066395937,0.13679508654383027,0.26687354538401864,0.20403413498836304,"$67,778","$26,288",0.43,0.8553459119496856,"$405,800","$1,007",0.3762690355329949,0.6237309644670049,0.09826912339475154,2013,36005016200,638,162.0,0.0,0.0,0.0,77.0,0.752275544580349
462,"Census Tract 162, Bronx County, New York",23012.4,1605.0,0.7526479750778816,0.024922118380062305,0.0004689395483351288,0.0411214953271028,0.19173553719008266,0.25041322314049586,"$66,204","$29,870",0.42,0.967741935483871,"$473,900","$1,106",0.2522585128561501,0.7477414871438499,0.08099688473520249,2010,36005016200,638,162.0,0.0,0.0,0.0,78.0,0.4407054895432306
463,"Census Tract 162, Bronx County, New York",26093.6,1794.0,0.8773690078037905,0.013935340022296544,0.0004890574179508308,0.026198439241917504,0.13033359193173005,0.26687354538401864,"$65,331","$30,276",0.43,1.0,"$478,400","$1,315",0.16448931116389548,0.8355106888361045,0.08528428093645485,2009,36005016200,638,162.0,0.0,0.0,0.0,67.0,0.2734786292538265
464,"Census Tract 164, Bronx County, New York",13962.9,885.0,0.7819209039548023,0.08700564971751412,0.0008835264451466693,0.11299435028248588,0.1820987654320988,0.22530864197530864,"$60,682","$35,090",0.47,0.8450704225352113,"$459,300","$1,383",0.25997719498289623,0.7400228050171037,0.10395480225988699,2015,36005016400,426,164.0,0.0,0.0,0.0,78.0,0.6573901613915392
465,"Census Tract 164, Bronx County, New York",14310.0,907.0,0.7618522601984564,0.07938257993384785,0.0008399694158748143,0.12899669239250275,0.18759231905465287,0.2511078286558346,"$67,222","$35,904",0.41,0.8501118568232662,"$455,400","$1,379",0.2411111111111111,0.7588888888888888,0.13230429988974646,2014,36005016400,426,164.0,0.0,0.0,0.0,78.0,0.6784696528896619
466,"Census Tract 164, Bronx County, New York",15887.8,1007.0,0.8113207547169812,0.07249255213505462,0.0008056809878023648,0.09731876861966236,0.20809248554913296,0.31647398843930635,"$77,344","$36,008",0.4,0.8779956427015251,"$457,800","$1,400",0.19563058589870905,0.8043694141012909,0.12512413108242304,2013,36005016400,426,164.0,0.0,0.0,0.0,78.0,0.592349885395787
467,"Census Tract 164, Bronx County, New York",16408.4,1040.0,0.85,0.002884615384615385,0.0008173076923076923,0.11923076923076925,0.1545778834720571,0.21046373365041615,"$77,083","$37,372",0.34,0.9253731343283582,"$448,900","$1,318",0.11634615384615385,0.8836538461538461,0.15673076923076926,2010,36005016400,426,164.0,0.0,0.0,0.0,78.0,0.41438942726883704
473,"Census Tract 165, Bronx County, New York",18773.3,1191.0,0.06465155331654072,0.6607892527287993,5.4283420081058536e-05,0.19395465994962216,0.22385321100917432,0.06788990825688074,"$13,164","$9,034",0.47,0.8346938775510204,"$292,900",$770,0.8455079764903443,0.15449202350965574,0.2787573467674223,2009,36005016500,403,165.0,0.0,0.0,0.0,78.0,0.7694865701858598
474,"Census Tract 166, Bronx County, New York",19326.7,2252.0,0.4871225577264653,0.08037300177619894,0.00021630664197445172,0.2899644760213144,0.16792929292929293,0.22853535353535356,"$63,421","$28,075",0.44,0.8607888631090487,"$432,000","$1,490",0.2615452930728241,0.7384547069271759,0.15630550621669628,2015,36005016600,862,166.0,0.0,0.0,0.0,61.0,0.9137848040350282
475,"Census Tract 166, Bronx County, New York",19670.0,2292.0,0.5122164048865621,0.07678883071553229,0.00022348010684404966,0.2652705061082025,0.1784431137724551,0.2263473053892216,"$63,456","$33,440",0.53,0.882420091324201,"$421,300","$1,372",0.2652705061082025,0.7347294938917975,0.15881326352530542,2014,36005016600,862,166.0,0.0,0.0,0.0,61.0,0.8936644590131759
476,"Census Tract 166, Bronx County, New York",19301.0,2249.0,0.5740329035126723,0.0706980880391285,0.00025523917452764444,0.21831925300133392,0.1702388242498469,0.25535823637477034,"$70,081","$31,587",0.51,0.8724373576309795,"$425,900","$1,184",0.28857269897732324,0.7114273010226767,0.1480658070253446,2013,36005016600,862,166.0,0.0,0.0,0.0,63.0,0.84027987912465
477,"Census Tract 166, Bronx County, New York",20734.2,2416.0,0.765728476821192,0.027317880794701987,0.0003169405947107583,0.1734271523178808,0.23290845886442646,0.2282734646581692,"$85,234","$33,150",0.38,0.9362186788154896,"$432,400","$1,043",0.14321192052980133,0.8567880794701986,0.13493377483443708,2010,36005016600,862,166.0,0.0,0.0,0.0,63.0,0.6091417950414095
478,"Census Tract 166, Bronx County, New York",20029.4,2655.0,0.727683615819209,0.04745762711864407,0.000274080457935672,0.18606403013182676,0.212879191059074,0.22405534858967532,"$87,230","$30,437",0.29,0.9199561403508772,"$436,000",$975,0.10886172650878534,0.8911382734912147,0.12015065913370998,2009,36005016600,862,166.0,0.0,0.0,0.0,62.0,0.691114806066911
479,"Census Tract 167, Bronx County, New York",33976.4,2733.0,0.07281375777533845,0.5433589462129528,2.664242875058121e-05,0.349432857665569,0.2814710042432815,0.1789250353606789,"$27,222","$9,971",0.37,0.89587852494577,"$422,100","$1,000",0.7142334431028174,0.2857665568971826,0.2674716428832785,2015,36005016700,922,167.0,415.0,0.45010845986984815,0.45010845986984815,54.0,0.8898916820390806
480,"Census Tract 167, Bronx County, New York",30246.8,2433.0,0.08590217838060009,0.6103575832305795,3.530710167718869e-05,0.2737361282367448,0.2935026138909634,0.15011202389843167,"$30,330","$11,477",0.36,0.8808411214953271,"$415,600",$997,0.6633785450061652,0.3366214549938348,0.28812166050143856,2014,36005016700,922,167.0,415.0,0.45010845986984815,0.4848130841121495,52.0,0.8672025990563401
481,"Census Tract 167, Bronx County, New York",26939.9,2167.0,0.06322104291647439,0.5602215043839409,2.9174454506910192e-05,0.3553299492385787,0.28330658105939005,0.11235955056179776,"$32,386","$12,759",0.37,0.8764186633039092,"$413,500",$985,0.6109829257037379,0.3890170742962621,0.32856483617904936,2013,36005016700,922,167.0,415.0,0.45010845986984815,0.5233291298865069,63.0,0.8671335658954278
484,"Census Tract 169, Bronx County, New York",37295.3,1338.0,0.09267563527653214,0.5784753363228701,6.926430140249039e-05,0.2907324364723468,0.2834928229665072,0.13636363636363635,"$27,697","$14,745",0.49,0.902390438247012,"$444,200",$897,0.6295379537953796,0.3704620462046205,0.24514200298953664,2015,36005016900,502,169.0,57.0,0.11354581673306773,0.11354581673306773,51.0,0.896897015097468
485,"Census Tract 169, Bronx County, New York",41755.1,1498.0,0.08611481975967958,0.5854472630173565,5.74865285445124e-05,0.2977303070761015,0.2455775234131113,0.09781477627471384,"$31,029","$15,751",0.49,0.9267326732673268,"$456,700",$903,0.5311594202898551,0.4688405797101449,0.25634178905206945,2014,36005016900,502,169.0,57.0,0.11354581673306773,0.11287128712871287,34.0,0.8858777348564837
486,"Census Tract 169, Bronx County, New York",45936.2,1648.0,0.0625,0.6043689320388349,3.79247572815534e-05,0.3070388349514563,0.28440366972477066,0.08766564729867482,"$33,899","$15,364",0.49,0.9235412474849096,"$488,900",$911,0.5069953364423717,0.4930046635576282,0.25728155339805825,2013,36005016900,502,169.0,57.0,0.11354581673306773,0.11468812877263582,37.0,0.84056083765418
487,"Census Tract 169, Bronx County, New York",60597.9,2174.0,0.044158233670653184,0.5754369825206992,2.031197500950008e-05,0.37442502299908,0.3968705547652916,0.06045519203413941,"$23,355","$10,623",0.53,1.0,"$355,800",$676,0.5407239819004525,0.4592760180995475,0.1734130634774609,2010,36005016900,502,169.0,57.0,0.11354581673306773,0.10536044362292052,30.0,0.8238148151607452
488,"Census Tract 169, Bronx County, New York",58304.7,1926.0,0.052440290758047764,0.5659397715472482,2.722756529493653e-05,0.37331256490135,0.4791344667697064,0.030139103554868624,"$15,625","$9,487",0.57,1.0,"$344,200",$659,0.612690019828156,0.387309980171844,0.13655244029075805,2009,36005016900,502,169.0,57.0,0.11354581673306773,0.1089866156787763,33.0,0.8448950750896687
489,"Census Tract 173, Bronx County, New York",98742.2,6301.0,0.12791620377717822,0.28884304078717665,2.030093695876499e-05,0.4424694492937629,0.4669649907870492,0.1126612266385891,"$18,720","$11,124",0.48,0.9542831779849091,"$408,500",$822,0.7349148224804968,0.2650851775195033,0.3877162355181717,2015,36005017300,2253,173.0,148.0,0.06569019085663559,0.06569019085663559,63.0,0.9827521451959322
490,"Census Tract 173, Bronx County, New York",104947.8,6697.0,0.2126325220247872,0.29072719127967744,3.175041392038035e-05,0.4131700761535016,0.4954908528729709,0.0724040195825818,"$20,952","$11,649",0.49,0.9559008819823605,"$370,000",$713,0.730947746668663,0.26905225333133703,0.3694191428998059,2014,36005017300,2253,173.0,148.0,0.06569019085663559,0.0621587568248635,56.0,1.0538793662612593
491,"Census Tract 173, Bronx County, New York",99604.1,6356.0,0.1895846444304594,0.32174323473882943,2.9827665895289397e-05,0.3508495909376967,0.500268817204301,0.06854838709677419,"$22,699","$12,018",0.49,0.9360341151385928,"$382,100",$618,0.7407465742636635,0.2592534257363364,0.3591881686595343,2013,36005017300,2253,173.0,148.0,0.06569019085663559,0.06311300639658848,51.0,1.0479111824283744
