,Fl_ft2,LotArea,NumFloors,norm_gas,BuiltFAR,incomePC,ENERGY STAR Score,eui,log_eui,ZIPCODE,d_ghg,id_ghg,norm_elct,age,log_fl_ft2,log_LotArea,log_norm_gas,predicted_eui,diff_eui
4708,65418.0,15000,6.0,50797.0,4.36,20.526756505297282,51.0,91.3,1.9604707775342989,10462,269.8,74.3,3.9,78,11.088552728934436,9.615805480084347,10.835592576704641,86.71798483130728,45.41798483130728
4709,65418.0,15000,6.0,3088.0,4.36,20.526756505297282,30.0,104.7,2.0199466816788423,10462,428.8,81.4,4.2,78,11.088552728934436,9.615805480084347,8.035278911144667,84.41798123987833,29.717981239878327
4710,54184.0,15100,6.0,1003.9,3.59,20.526756505297282,63.0,86.8,1.938519725176492,10462,295.6,62.0,3.9,85,10.90014094089474,9.622450022803015,6.911647693697481,84.0979000570295,47.29790005702951
4711,75260.0,17500,6.0,4971.8,4.3,20.526756505297282,94.0,53.0,1.724275869600789,10462,224.2,68.6,3.2,85,11.228704064147427,9.769956159911606,8.51153722656008,77.76694729382343,74.76694729382343
4712,67500.0,16200,6.0,671.7,4.17,20.526756505297282,93.0,64.8,1.8115750058705933,10462,291.7,39.8,2.0,85,11.119882876860622,9.692766521220475,6.509811812272819,70.98993367934864,56.18993367934864
4715,220000.0,96000,6.0,110928.6,2.29,20.526756505297282,93.0,84.8,1.9283958522567135,10462,981.5,203.6,3.1,65,12.301382825334498,11.472103470449973,11.616642030081534,82.02349159273541,47.223491592735414
4717,144354.0,48000,6.0,10873.6,3.01,20.526756505297282,80.0,68.2,1.833784374656479,10462,569.1,155.0,3.7,77,11.880023895133203,10.778956289890028,9.294093112037558,79.37231988807169,61.172319888071684
4720,127000.0,32500,6.0,5006.0,3.91,20.526756505297282,100.0,58.3,1.7656685547590143,10462,448.9,100.1,2.7,67,11.751942365440728,10.388995368317829,8.518392471991719,69.51583114100333,61.215831141003335
4721,77450.0,17500,7.0,15675.2,4.43,20.526756505297282,76.0,72.1,1.857935264719429,10462,353.8,81.6,3.3,57,11.257387845845015,9.769956159911606,9.659835124590378,77.1473035714564,55.04730357145641
4722,105000.0,42500,7.0,3565.9,2.47,20.526756505297282,51.0,114.5,2.0588054866759067,10462,845.8,130.5,4.0,58,11.56171562913966,10.657259354912508,8.179171755405095,85.16021612293787,20.660216122937868
4723,75133.0,15781,6.0,6260.0,4.76,20.526756505297282,28.0,109.4,2.0390173219974117,10462,624.7,91.9,3.6,90,11.22701515535263,9.666561963748133,8.741935464094144,85.93843138116873,26.53843138116872
4724,64291.0,13755,6.0,1187.5,4.67,20.526756505297282,90.0,60.0,1.7781512503836436,10462,225.0,65.8,3.5,79,11.07117493153335,9.529157673358675,7.079605535908796,76.21995930849408,66.21995930849408
4725,73610.0,17125,6.0,2789.2,4.3,20.526756505297282,65.0,87.2,1.9405164849325676,10462,516.7,72.0,2.8,81,11.206536165052752,9.748294663130427,7.933510095346856,78.56309630955833,41.36309630955833
4726,75133.0,19625,6.0,3806.5,3.83,20.526756505297282,90.0,102.2,2.009450895798694,10462,481.1,90.5,4.2,81,11.22701515535263,9.884559542650608,8.244465410746267,85.48304882494261,33.28304882494261
4727,70704.0,20797,6.0,53551.0,3.4,20.526756505297282,40.0,91.4,1.9609461957338317,10462,284.4,92.0,4.4,82,11.166257427370521,9.942564024517921,10.888389749837856,90.94147408666784,49.54147408666783
4728,70230.0,17931,6.0,52444.1,3.92,20.526756505297282,89.0,74.7,1.8733206018153987,10462,278.6,72.6,3.1,82,11.159530849153066,9.794286337492364,10.867503119413294,84.10349157090371,59.40349157090371
4729,74826.0,17400,6.0,55988.5,4.3,20.526756505297282,88.0,75.2,1.8762178405916423,10462,297.4,79.8,3.1,86,11.222920697148803,9.764225485202621,10.932901591485765,83.69610325534788,58.496103255347876
4730,79544.0,17500,6.0,57696.1,4.55,20.526756505297282,92.0,71.4,1.8536982117761744,10462,306.5,70.9,2.6,86,11.28406560665991,9.769956159911606,10.96294485922395,80.5456857939241,59.14568579392409
4731,70296.0,15296,6.0,31412.0,4.6,20.526756505297282,94.0,59.8,1.7767011839884108,10462,166.8,88.2,4.4,89,11.160470177175679,9.635346635291183,10.354945264494765,87.09221479278308,77.29221479278308
4732,81984.0,21650,6.0,60990.8,3.79,20.526756505297282,42.0,93.8,1.9722028383790644,10462,375.4,75.8,3.1,87,11.314279385256405,9.982760733430636,11.018478312108886,85.17182188986712,41.37182188986712
4733,81996.0,21000,6.0,70075.1,3.9,20.526756505297282,22.0,111.0,2.0453229787866576,10462,460.3,77.2,3.3,87,11.314425744568778,9.95227771670556,11.157322803074425,87.36322247393451,26.363222473934513
4734,88810.0,20000,6.0,67637.3,4.44,20.526756505297282,75.0,80.3,1.9047155452786808,10462,359.3,129.3,4.3,87,11.39425453525255,9.903487552536127,11.121914885007051,87.77814070125075,57.47814070125075
4735,70836.0,16756,6.0,64306.4,4.23,20.526756505297282,49.0,104.7,2.0199466816788423,10462,339.1,85.4,4.2,87,11.16812262502869,9.726511682066926,11.071414438709601,90.4909257681096,35.7909257681096
4736,70812.0,17047,6.0,3269.6,4.15,20.526756505297282,87.0,73.7,1.867467487859052,10462,376.1,77.2,3.2,87,11.16778375684517,9.743729514150925,8.092422932250068,80.45449776338587,56.75449776338587
4737,88386.0,20034,6.0,88460.8,4.41,20.526756505297282,76.0,114.9,2.060320028688285,10462,469.9,108.4,4.3,87,11.389468865042993,9.90518610917171,11.390314795016966,90.29849418380134,25.398494183801333
4738,73182.0,17047,6.0,59588.5,4.29,20.526756505297282,90.0,85.5,1.9319661147281728,10462,316.4,25.1,1.2,87,11.200704768071294,9.743729514150925,10.995217881415478,76.57652113560289,41.07652113560289
4739,73842.0,17325,6.0,34978.5,4.26,20.526756505297282,65.0,90.7,1.9576072870600956,10462,342.5,90.0,4.2,87,11.209682954400392,9.759905824058103,10.462488866006494,88.63376465091524,47.933764650915236
4740,72000.0,20000,6.0,90743.9,3.6,20.526756505297282,1.0,154.3,2.1883659260631485,10462,479.8,172.0,8.3,87,11.184421397998193,9.903487552536127,11.415796532237037,111.98475558986992,7.6847555898699085
4742,82956.0,20000,6.0,58153.7,4.15,20.526756505297282,97.0,72.7,1.8615344108590381,10462,308.9,17.8,0.8,89,11.326065625733266,9.903487552536127,10.970844784469461,73.81772648038888,51.11772648038888
4743,166042.0,46163,6.0,14439.3,3.6,20.526756505297282,60.0,110.9,2.04493154614916,10462,1323.2,34.7,0.7,89,12.019996047384723,10.739933890404625,9.577708934817503,77.99450395436028,17.094503954360277
4745,82278.0,20000,6.0,50845.5,4.11,20.526756505297282,82.0,70.8,1.850033257689769,10462,321.5,85.3,3.1,86,11.31785903622791,9.903487552536127,10.836546901985521,82.99498764223914,62.19498764223914
4746,69927.0,16500,6.0,7810.0,4.24,20.526756505297282,14.0,113.2,2.0538464268522527,10462,453.6,137.9,7.0,88,11.15520711973478,9.711115659888671,8.963160242833732,100.11950616258429,36.919506162584284
4747,74514.0,20000,6.0,50358.5,3.73,20.526756505297282,57.0,81.9,1.9132839017604184,10462,268.9,86.4,3.9,88,11.218742306176088,9.903487552536127,10.826922702170602,88.1623274474332,56.262327447433194
4753,56000.0,17500,6.0,48795.2,3.2,20.526756505297282,35.0,85.2,1.9304395947667,10462,259.2,89.4,4.4,53,10.933106969717286,9.769956159911606,10.795387226347774,88.17212366254567,52.97212366254567
4757,58092.0,12734,6.0,44351.0,4.56,20.526756505297282,96.0,78.9,1.8970770032094204,10462,235.6,69.5,3.6,89,10.969783239727695,9.45203086057697,10.699890535397843,87.81469024378978,58.91469024378978
4758,58500.0,15000,6.0,2596.6,3.9,20.526756505297282,66.0,79.1,1.8981764834976764,10462,329.3,73.6,3.8,58,10.976782033219948,9.615805480084347,7.861958175926153,79.28151145516529,50.18151145516529
4759,136122.0,40000,7.0,7308.0,3.4,20.526756505297282,74.0,79.8,1.9020028913507292,10462,662.3,173.1,4.4,53,11.821306821424916,10.596634733096073,8.896724917497897,78.64461350889565,48.84461350889565
4760,81710.0,21400,6.0,5083.4,3.82,20.526756505297282,69.0,74.5,1.8721562727482928,10462,334.9,123.8,5.4,63,11.310931672378754,9.971146201009942,8.533735608035549,84.54926560688057,60.04926560688057
4761,153804.0,38280,6.0,6598.5,4.02,20.526756505297282,65.0,79.1,1.8981764834976764,10462,742.9,157.7,3.5,53,11.943434343517824,10.55268284556689,8.794597629456884,72.27124834376653,43.171248343766536
4763,62805.0,17725,5.0,19240.6,3.54,24.605699237286032,25.0,117.8,2.0711452904510828,10461,430.8,86.7,4.7,90,11.047789967121354,9.782731351400328,9.864777908764639,94.18009655178965,26.38009655178965
4764,57783.0,15508,5.0,5334.9,3.73,24.605699237286032,100.0,37.8,1.577491799837225,10461,130.1,63.2,3.1,78,10.964449893752333,9.64911129879082,8.582025419417725,78.35024758980234,90.55024758980234
4767,72750.0,20864,6.0,56539.9,3.49,24.605699237286032,75.0,86.8,1.938519725176492,10461,300.3,54.8,2.6,88,11.19478418503374,9.94578046472638,10.942701862586661,83.99475629883864,47.19475629883864
4768,50250.0,10895,6.0,20129.0,4.61,24.605699237286032,31.0,122.0,2.0863598306747484,10461,368.0,57.3,3.8,95,10.824765825921322,9.29605924737872,9.909916840301031,91.7795906746269,19.779590674626903
4769,55272.0,12400,6.0,78419.3,4.46,24.605699237286032,3.0,133.6,2.1258064581395266,10461,416.5,178.3,8.3,89,10.920021730168632,9.425451751593128,11.269825349512171,112.39942783367536,28.799427833675367
4771,81500.0,22700,6.0,2703.4,3.59,24.605699237286032,58.0,87.9,1.9439888750737722,10461,446.0,96.6,4.0,55,11.308358299228955,10.030120203469494,7.9022655190497275,77.65852953799833,39.75852953799833
4772,107340.0,27475,6.0,34067.0,3.91,24.605699237286032,63.0,92.8,1.967547976218862,10461,563.8,122.1,3.9,89,11.58375664573082,10.221031779271822,10.436084452771574,86.56343906561744,43.76343906561745
4774,72715.0,15000,6.0,2969.9,4.85,24.605699237286032,48.0,100.3,2.0013009330204183,10461,429.4,122.8,5.9,67,11.19430296961181,9.615805480084347,7.996283561196227,87.17325215075084,36.873252150750844
4778,98832.0,21985,6.0,65743.2,4.5,24.605699237286032,74.0,79.5,1.9003671286564705,10461,346.9,109.8,3.8,89,11.50117671793568,9.99811568161491,11.09351152263835,84.28785658105305,54.78785658105305
4781,135250.0,23302,12.0,10993.0,5.8,24.605699237286032,36.0,123.5,2.091666957595685,10461,1047.4,204.2,5.3,54,11.814880196708728,10.056294472779886,9.305013985578864,87.97815377372875,14.47815377372875
4782,75600.0,15000,6.0,43563.1,5.04,24.605699237286032,84.0,71.2,1.8524799936368563,10461,231.4,84.9,3.9,92,11.233211562167625,9.615805480084347,10.681965740722232,85.31290709853124,64.11290709853124
4783,112000.0,17500,12.0,104616.0,6.4,24.605699237286032,38.0,102.1,2.0090257420869104,10461,539.9,162.5,4.7,56,11.626254150277232,9.769956159911606,11.558051782586338,84.83234746971061,32.73234746971062
4784,51317.0,9560,6.0,51957.3,5.37,24.605699237286032,39.0,113.5,2.0549958615291417,10461,276.0,52.3,3.5,92,10.8457773602789,9.165343006045447,10.85817750638591,89.08322651608623,25.583226516086228
4785,54000.0,11875,6.0,3471.2,4.55,24.605699237286032,15.0,116.7,2.0670708560453703,10461,370.8,69.3,4.7,88,10.896739325546411,9.382190628902842,8.15225563448414,89.91556184034701,23.215561840347007
4786,81000.0,23100,6.0,3262.3,3.51,24.605699237286032,89.0,58.1,1.7641761323903309,10461,299.0,94.9,3.7,54,11.302204433654575,10.047587896509885,8.090187747069871,74.61786439467664,66.51786439467665
4787,91705.0,21575,6.0,2434.6,4.25,24.605699237286032,98.0,52.0,1.7160033436347992,10461,270.8,91.7,3.5,64,11.426332182385133,9.979290515951629,7.797537750975496,71.5672648304461,69.5672648304461
4788,112339.0,33800,6.0,94379.9,3.32,24.605699237286032,36.0,95.1,1.9781805169374136,10461,498.0,196.8,5.6,55,11.629276364497935,10.42821608147111,11.455083405733303,88.90414075414999,43.80414075415
4790,57840.0,19600,6.0,3327.0,2.95,24.605699237286032,63.0,88.6,1.9474337218870508,10461,312.5,73.1,4.5,54,10.965435856832647,9.883284845218608,8.109826276018477,84.15335440279614,45.553354402796145
4791,58600.0,20000,6.0,41152.1,2.93,24.605699237286032,86.0,75.4,1.8773713458697743,10461,216.8,64.7,3.5,53,10.978489975565104,9.903487552536127,10.625030237609892,83.36482328447923,57.96482328447922
4792,85218.0,30533,6.0,60570.0,2.79,24.605699237286032,72.0,85.7,1.932980821923198,10461,315.4,113.0,4.6,47,11.352967958109183,10.326563344903953,11.011554999974992,84.80524884441706,49.10524884441706
4793,70200.0,15000,6.0,43588.5,4.68,24.605699237286032,60.0,80.8,1.9074113607745864,10461,231.5,108.7,5.4,90,11.159103590013903,9.615805480084347,10.682548633078062,92.93667755073027,62.13667755073027
4794,74500.0,17500,7.0,2980.9,4.26,24.605699237286032,66.0,91.4,1.9609461957338317,10461,413.1,67.0,3.2,56,11.218554404367652,9.769956159911606,7.9999805473253955,74.62207774354108,33.22207774354108
4796,60040.0,4000,7.0,1666.2,10.46,24.605699237286032,62.0,84.6,1.9273703630390235,10461,300.3,68.6,4.0,53,11.002766285747398,8.294049640102028,7.418300863540809,67.27579827939444,32.67579827939444
4797,75000.0,16800,6.0,4008.2,4.46,24.605699237286032,52.0,79.8,1.9020028913507292,10461,426.0,99.7,4.0,58,11.225243392518447,9.72913416539135,8.296097541719329,78.00665244970979,48.20665244970979
4798,66000.0,20600,6.0,5800.2,3.2,24.605699237286032,76.0,91.6,1.9618954736678504,10461,410.2,12.5,0.7,54,11.097410021008562,9.933046354777673,8.665647678698615,68.02690457268228,26.42690457268229
4799,56200.0,13320,6.0,1843.0,4.22,24.605699237286032,76.0,80.4,1.9052560487484516,10461,286.3,54.8,3.4,63,10.936672035881783,9.49702194409438,7.519149957669823,76.94634054757384,46.546340547573834
4802,57994.0,15000,6.0,1931.3,3.87,24.605699237286032,28.0,83.0,1.919078092376074,10461,384.5,83.7,4.0,78,10.968094835901553,9.615805480084347,7.5659486302785535,84.1118223778308,51.111822377830805
4803,57000.0,23365,6.0,1571.7,2.44,21.887141687141686,88.0,65.7,1.8175653695597809,10469,217.3,69.7,4.2,62,10.950806546816688,10.058994455134526,7.359913115082284,83.19325561371214,67.49325561371214
4804,890000.0,653860,8.0,1001173.1,1.36,21.887141687141686,11.0,146.5,2.1658376246901283,10469,5225.6,1989.1,8.3,67,13.698976741708323,13.390648540245378,13.816682970420121,144.81521087679783,48.315210876797835
4805,80596.0,45980,3.0,79458.0,1.75,21.887141687141686,24.0,94.7,1.9763499790032732,10469,422.0,79.7,3.0,75,11.297204299471657,10.735961798317172,11.282983859155019,88.10336361015622,43.40336361015622
4806,320157.0,15400,4.0,342097.9,20.79,21.887141687141686,49.0,121.2,2.0835026198302677,10469,1876.9,357.2,3.8,82,12.676566779458817,9.642122788401721,12.742852232390877,79.38423648075809,8.184236480758088
4807,268560.0,111250,4.0,260056.9,2.41,21.887141687141686,60.0,110.9,2.04493154614916,10469,1420.4,284.9,3.6,82,12.500829631653916,11.619535200028487,12.468655732208184,90.89151547352586,29.99151547352585
4809,250000.0,112133,5.0,286564.2,2.23,21.887141687141686,38.0,132.8,2.1231980750319988,10469,1514.9,288.2,4.1,82,12.429216196844383,11.627440945756797,12.565717873803546,96.86559261323356,14.065592613233548
4810,254000.0,108066,6.0,297356.6,2.35,21.887141687141686,48.0,126.6,2.1024337056813365,10469,1574.4,310.0,4.1,82,12.445089546000673,11.590497430565112,12.602687370953653,97.63496339181937,21.034963391819375
4811,84340.0,17640,7.0,7104.5,4.78,18.9682516671499,38.0,100.7,2.003029470553618,10466,513.7,122.5,4.9,57,11.342611527300551,9.777924329560783,8.86848366507813,83.04343869026006,32.34343869026006
4812,54115.0,12024,6.0,3795.0,4.5,18.9682516671499,13.0,124.0,2.093421685162235,10466,430.4,66.5,4.2,88,10.898866690729246,9.39465993143281,8.24143968982973,89.06009139749077,15.060091397490766
4813,76806.0,26675,6.0,5613.4,2.88,18.9682516671499,3.0,140.9,2.1489109931093564,10466,715.6,140.6,5.9,52,11.249038041084164,10.191482076169954,8.632911875542243,93.47989470833448,2.5798947083344785
4814,50338.0,11765,6.0,3047.1,4.28,18.9682516671499,15.0,136.8,2.1360860973840974,10466,537.5,67.1,3.9,88,10.826515538062948,9.372884301161463,8.021945597613565,90.11889972199523,3.3188997219952228
4815,53601.0,12024,6.0,14791.0,4.46,18.9682516671499,97.0,44.3,1.6464037262230695,10466,82.8,77.7,4.9,90,10.889323003601277,9.39465993143281,9.60177416667137,90.39755063205463,96.09755063205463
4816,51354.0,12024,6.0,4604.2,4.27,18.9682516671499,70.0,86.5,1.9370161074648145,10466,263.6,67.2,4.4,89,10.846498109109664,9.39465993143281,8.434724209384797,89.13469551576678,52.63469551576678
4817,66710.0,14688,7.0,44500.0,4.54,18.9682516671499,55.0,80.8,1.9074113607745864,10466,231.5,85.6,4.4,89,11.108110145703561,9.594786112860271,10.703244468154331,90.24878506090697,59.44878506090697
4818,62035.0,22800,7.0,41748.9,2.72,18.9682516671499,73.0,74.0,1.869231719730976,10466,216.1,93.6,4.6,19,11.035454020876973,10.034515814942532,10.639428382626516,82.31003097458199,58.31003097458199
4819,53664.0,11540,6.0,49595.2,4.65,18.9682516671499,55.0,92.5,1.9661417327390327,10466,261.6,72.1,4.0,68,10.890497664622936,9.353574540062091,10.811649333836545,87.06557996430708,44.56557996430708
4820,50831.0,13285,5.0,156.2,3.83,18.9682516671499,95.0,83.6,1.9222062774390165,10466,344.5,8.4,0.5,90,10.836261683668637,9.494390858193913,5.051137237405586,66.77117978192777,33.171179781927776
4821,51180.0,11481,6.0,4472.2,4.46,18.9682516671499,52.0,107.3,2.030599721965951,10466,397.0,77.3,4.6,77,10.84310410971378,9.348448774093812,8.405635736554045,89.25595059324341,31.955950593243415
4823,67224.0,17229,6.0,3808.0,3.9,18.9682516671499,44.0,97.8,1.9903388547876013,10466,423.3,69.6,3.6,76,11.115785605608053,9.754349289532406,8.244859395911256,82.4413210871217,34.641321087121696
4824,50934.0,11955,6.0,52998.4,4.26,18.9682516671499,73.0,119.5,2.0773679052841563,10466,281.4,65.4,4.4,87,10.838285955966024,9.388904879892426,10.878017003399327,94.33530178267213,24.835301782672133
4825,68546.0,18002,5.0,36787.4,3.81,18.9682516671499,91.0,62.9,1.7986506454452689,10466,196.8,50.5,2.5,88,11.135260331719744,9.79823814181703,10.512910674223388,80.75314641609202,67.85314641609202
4826,63480.0,15002,7.0,12676.0,4.23,18.9682516671499,8.0,142.8,2.154728207440156,10466,578.7,112.9,5.8,88,11.058480174640346,9.615938804529582,9.447465720810811,99.74557387632485,6.945573876324843
4827,60717.0,17775,7.0,40678.2,3.42,18.9682516671499,61.0,85.6,1.9324737646771533,10466,210.7,102.1,5.9,36,11.013979003734315,9.785548254671442,10.613447601395924,89.6142494889402,54.01424948894021
4828,249258.0,69022,6.0,10536.1,3.61,18.9682516671499,69.0,86.6,1.9375178920173464,10466,1300.8,332.1,4.6,60,12.426243783597876,11.142180573340251,9.262562734646108,81.19876212547564,44.598762125475645
4829,55331.0,79608,4.0,13271.5,0.7,18.9682516671499,98.0,37.9,1.5786392099680724,10466,69.0,66.3,4.2,16,10.921088609106748,11.284869869294997,9.493374157863457,86.14479556688546,98.24479556688547
4830,336000.0,368126,6.0,381126.2,0.91,18.9682516671499,19.0,111.3,2.046495164334708,10466,1992.8,1039.4,8.0,54,12.724866438945341,12.81618054985289,12.850885832858902,113.9580561987095,52.6580561987095
4831,60200.0,17175,5.0,3974.2,3.51,18.9682516671499,74.0,73.9,1.8686444383948255,10466,301.3,73.2,3.7,89,11.005427631296913,9.751210117090551,8.287578748971717,85.19574532838364,61.29574532838363
4832,60968.0,21800,6.0,4571.0,2.8,18.9682516671499,45.0,106.6,2.0277572046905536,10466,496.5,70.8,3.4,88,11.018104415345954,9.98966524877718,8.427487278331744,89.17454776306518,32.57454776306518
4833,59577.0,13968,6.0,3722.6,4.27,18.9682516671499,93.0,89.3,1.9508514588885464,10466,392.9,72.7,3.6,86,10.995024872532275,9.544524278079383,8.222177627864232,84.5849117281735,45.2849117281735
4836,70825.0,32396,11.0,33836.5,2.19,26.914516974320154,87.0,61.4,1.7881683711411678,10475,175.7,82.1,4.1,5,11.167967324698717,10.38579023736888,10.429295380475144,78.81751472311541,67.4175147231154
4837,100296.0,53813,12.0,60858.6,1.86,26.914516974320154,43.0,83.6,1.9222062774390165,10475,313.9,217.3,7.4,23,11.51588109279586,10.893270352648408,11.016308419571521,96.7752918226029,63.1752918226029
4838,185595.0,60811,14.0,182575.9,3.05,26.914516974320154,71.0,67.2,1.8273692730538251,10475,941.6,508.9,4.9,43,12.131322159316186,11.01552597264265,12.114921255957196,88.03453765035668,70.83453765035668
4839,78120.0,148200,7.0,43926.5,0.53,26.914516974320154,86.0,74.0,1.869231719730976,10475,231.6,141.4,5.9,25,11.266001384990615,11.906317991844123,10.690273061590045,99.36589624155094,75.36589624155094
4840,69443.0,35997,4.0,11825.2,1.93,26.914516974320154,82.0,76.8,1.8853612200315122,10475,591.8,236.8,5.6,18,11.148261551165996,10.491190880632498,9.377988126536344,87.31598003851988,60.515980038519885
4841,256000.0,171600,16.0,55533.0,1.49,26.914516974320154,3.0,96.1,1.9827233876685453,10475,1412.8,433.6,5.7,52,12.4529327234617,12.052921466035999,10.924732717627794,101.67822359502803,55.578223595028035
4842,136913.0,48250,6.0,117276.0,2.84,28.22267366401445,27.0,103.2,2.013679697291193,10465,615.1,211.6,5.3,42,11.82710096659283,10.784151106767132,11.672285410126836,85.83987678531534,32.63987678531534
4844,63749.0,19900,7.0,48280.0,3.2,28.22267366401445,81.0,81.9,1.9132839017604184,10465,266.7,16.0,0.9,57,11.062708776623133,9.898475010712584,10.784772675211467,72.74156368553474,40.84156368553474
4845,64923.0,23400,6.0,4261.2,2.77,28.22267366401445,50.0,78.7,1.8959747323590648,10465,278.5,102.6,5.6,52,11.080957231281733,10.060491301345794,8.357306089737042,87.3886883697525,58.6886883697525
4846,66143.0,54000,3.0,54137.5,0.92,28.22267366401445,2.0,113.2,2.0538464268522527,10465,286.0,182.5,9.6,19,11.09957434383794,10.896739325546411,10.899282385522882,108.24876819007545,45.04876819007545
4847,63000.0,121920,6.0,4208.1,0.52,39.682806052269605,54.0,89.1,1.9498777040368749,10464,359.8,109.0,5.4,53,11.05089000537367,11.711120370920472,8.344766518393735,101.34133772306976,62.24133772306976
4848,97013.0,226834,4.0,41866.1,0.43,39.682806052269605,99.0,49.3,1.69284691927723,10464,217.5,57.1,2.1,36,11.482600269124116,12.331973751416658,10.64223170922468,81.53180288594791,82.23180288594791
4852,107627.0,28860,6.0,68089.2,3.73,61.264833744565856,80.0,78.1,1.8926510338773004,10471,361.7,132.1,4.2,56,11.586426824600343,10.270211832327862,11.128573889252461,78.7969881790867,50.6969881790867
4853,59000.0,11775,6.0,1270.0,5.01,61.264833744565856,88.0,67.9,1.8318697742805017,10471,252.5,47.1,2.7,86,10.985292722887856,9.373733918884618,7.146772179452637,73.51048551442585,55.61048551442585
4854,62088.0,16325,7.0,1974.5,3.8,61.264833744565856,86.0,74.6,1.8727388274726688,10471,279.2,67.3,3.7,77,11.036308012533974,9.700452954144632,7.588070480726704,79.63982832454843,55.03982832454844
4855,90000.0,27950,6.0,5511.1,3.22,61.264833744565856,42.0,80.2,1.9041743682841636,10471,379.6,160.2,6.2,56,11.407564949312402,10.238172478583245,8.614519519245734,85.8037156843298,55.6037156843298
4856,78825.0,77975,3.0,4722.6,1.01,61.264833744565856,78.0,71.9,1.8567288903828827,10471,391.4,78.2,3.2,67,11.274985484413262,11.264143541476004,8.460114774376459,84.16000390419404,62.260003904194036
4857,85523.0,41025,6.0,2853.0,2.08,61.264833744565856,82.0,94.5,1.975431808509263,10471,519.7,91.2,3.6,52,11.35654062459722,10.621936915958292,7.9561263512135,78.83683757612958,34.33683757612958
4859,55400.0,25000,6.0,37363.4,2.22,61.264833744565856,84.0,70.9,1.8506462351830664,10471,198.5,54.7,3.0,59,10.922334872735375,10.126631103850338,10.528446894625928,83.3179243477701,62.4179243477701
4860,57414.0,26200,6.0,1645.0,2.19,61.264833744565856,38.0,106.2,2.0261245167454502,10471,376.7,86.7,5.3,53,10.958043455007317,10.173514689749188,7.405495663199472,87.86732316909908,31.667323169099078
4861,151500.0,120325,6.0,4620.9,1.26,61.264833744565856,60.0,83.4,1.9211660506377388,10471,967.1,146.3,2.9,78,11.928340903931561,11.69795169417131,8.43834477029852,84.92923537586563,51.529235375865625
4862,263206.0,100200,9.0,6112.5,2.63,61.264833744565856,53.0,71.6,1.854913022307856,10471,1106.3,343.8,4.2,57,12.48069227452605,11.5149234676329,8.718091133783128,76.74166266775616,55.141662667756165
4863,110000.0,55100,8.0,3921.9,2.0,61.264833744565856,61.0,85.4,1.9314578706890049,10471,637.7,148.7,4.2,52,11.608235644774552,10.916904995141007,8.274331509235925,81.9637809923289,46.5637809923289
4865,52100.0,22700,13.0,19232.0,2.3,61.264833744565856,87.0,54.1,1.7331972651065697,10471,102.2,86.1,5.4,43,10.860920227741458,10.030120203469494,9.864330837334935,92.80939283093517,88.70939283093517
4866,62570.0,17000,6.0,54414.4,3.68,61.264833744565856,54.0,108.9,2.037027879755775,10471,306.0,94.8,5.2,56,11.04404120899241,9.740968623038354,10.904384103697966,89.05722620128947,30.15722620128946
4867,60829.0,12000,6.0,43263.2,5.07,61.264833744565856,52.0,89.6,1.9523080096621253,10471,251.8,69.3,4.0,48,11.01582192792268,9.392661928770137,10.675057668107412,78.86892392470973,39.26892392470974
4868,92640.0,20000,6.0,49419.7,4.63,61.264833744565856,71.0,74.5,1.8721562727482928,10471,322.8,98.7,3.7,59,11.436476292806821,9.903487552536127,10.80810440910734,76.27696759543275,51.77696759543275
4869,76009.0,22100,6.0,51783.3,3.44,61.264833744565856,62.0,83.2,1.920123326290724,10471,273.9,96.8,4.3,55,11.238607033309881,10.003332887505843,10.85482298244512,82.39753656447749,49.19753656447749
4870,54635.0,12850,6.0,1453.6,4.25,61.264833744565856,18.0,124.8,2.0962145853464054,10471,425.0,93.8,6.1,58,10.908429982004845,9.461099090323366,7.2817985170819615,88.06865158091817,13.268651580918174
4871,62601.0,32375,6.0,2572.6,1.93,61.264833744565856,62.0,93.8,1.9722028383790644,10471,347.3,92.8,5.1,58,11.044536531401494,10.38514179900184,7.852672339644615,88.33888447255775,44.538884472557754
4872,80000.0,21775,6.0,45629.0,3.67,61.264833744565856,77.0,68.9,1.8382192219076257,10471,242.4,78.6,3.4,55,11.289781913656018,9.988517801720704,10.728298758274772,76.63944918235698,57.73944918235698
4873,180000.0,92750,12.0,109043.8,1.94,61.264833744565856,54.0,83.9,1.9237619608287,10471,561.1,192.3,4.4,54,12.100712129872347,11.437662980469682,11.59950491535966,85.51417779774883,51.61417779774882
4874,237000.0,102825,6.0,141707.4,2.3,61.264833744565856,71.0,71.8,1.8561244442423004,10471,729.1,273.3,4.1,58,12.375815420117268,11.540783793098624,11.861519647321549,78.65035421989143,56.85035421989143
4877,201511.0,135950,12.0,5086.1,1.48,61.264833744565856,61.0,87.7,1.9429995933660404,10471,921.4,270.1,5.3,64,12.213599249449583,11.820042450060617,8.534266607605526,90.38387053176189,52.68387053176188
4881,292370.0,385500,3.0,135479.1,0.71,61.264833744565856,27.0,85.1,1.929929560084588,10471,1129.8,459.8,5.5,48,12.585775402414898,12.862296471985522,11.816572663862699,91.65174648546483,56.55174648546483
4882,62440.0,83000,3.0,130941.9,0.75,61.264833744565856,1.0,174.9,2.2427898094786767,10471,687.1,510.8,16.3,31,11.041961374629368,11.326595886778735,11.782508992352614,148.64535813933136,23.74535813933136
