,Statistics,Population Density (per sq. mile),Total Population:,White Alone,Black or African American Alone,Asian Alone,Hispanic or Latino Alone,Less than High School,Bachelor's degree or More,Median household income (In 2013 Inflation Adjusted Dollars),Per capita income (In 2013 Inflation adjusted dollars),Gini Index,Occupied,Median year structure built,Median value,Median Gross Rent,Under 2.00 (Poor or struggling),2.00 and Over (Doing ok),Foreign Born:,Population 25 Years and Over:,Housing units:,Population for whom poverty status Is determined:,year
0,"Census Tract 1, Bronx County, New York",15072.3,9191.0,1361.0,5388.0,202.0,2080.0,3921.0,130.0,,"$4,045",,0.0,,,,0.0,0.0,1592.0,5939.0,0.0,0.0,2013
1,Unnamed: 2,,,0.14800000000000002,0.586,0.022000000000000002,0.226,0.66,0.022000000000000002,,,,,,,,,,0.17300000000000001,,,,2013
2,"Census Tract 2, Bronx County, New York",27633.6,4858.0,1352.0,1504.0,259.0,1638.0,679.0,516.0,"$69,514","$22,665",0.39,1347.0,1953.0,"$418,100","$1,264",1504.0,3328.0,1460.0,3076.0,1476.0,4832.0,2013
3,Unnamed: 4,,,0.278,0.31,0.053,0.337,0.221,0.168,,,,0.9129999999999999,,,,0.311,0.6890000000000001,0.301,,,,2013
4,"Census Tract 4, Bronx County, New York",15169.9,5344.0,1339.0,1568.0,116.0,2237.0,600.0,861.0,"$73,036","$28,513",0.37,1753.0,1988.0,"$356,800","$1,413",1433.0,3897.0,1126.0,3587.0,1912.0,5330.0,2013
5,Unnamed: 6,,,0.251,0.293,0.022000000000000002,0.419,0.16699999999999998,0.24,,,,0.917,,,,0.26899999999999996,0.731,0.21100000000000002,,,,2013
6,"Census Tract 16, Bronx County, New York",27844.5,5215.0,1535.0,1717.0,0.0,1848.0,1064.0,404.0,"$30,817","$17,391",0.48,1945.0,1972.0,"$410,300",$863,2672.0,2300.0,1644.0,3385.0,2043.0,4972.0,2013
7,Unnamed: 8,,,0.294,0.32899999999999996,0.0,0.354,0.314,0.11900000000000001,,,,0.9520000000000001,,,,0.537,0.46299999999999997,0.315,,,,2013
8,"Census Tract 19, Bronx County, New York",4037.1,2562.0,995.0,654.0,34.0,821.0,459.0,277.0,"$33,862","$15,362",0.46,831.0,1967.0,"$348,600","$1,092",1636.0,872.0,774.0,1559.0,891.0,2508.0,2013
9,Unnamed: 10,,,0.38799999999999996,0.255,0.013000000000000001,0.321,0.294,0.17800000000000002,,,,0.9329999999999999,,,,0.652,0.348,0.302,,,,2013
10,"Census Tract 20, Bronx County, New York",55366.1,8456.0,1610.0,3331.0,197.0,2894.0,1739.0,657.0,"$19,150","$13,500",0.52,2980.0,1957.0,"$371,900",$472,5974.0,2437.0,1707.0,5070.0,3161.0,8411.0,2013
11,Unnamed: 12,,,0.19,0.39399999999999996,0.023,0.342,0.34299999999999997,0.13,,,,0.943,,,,0.71,0.29,0.20199999999999999,,,,2013
12,"Census Tract 23, Bronx County, New York",115769.2,4672.0,1384.0,2024.0,0.0,1124.0,1344.0,134.0,"$13,902","$9,894",0.49,1835.0,1962.0,,$350,3956.0,685.0,824.0,2849.0,1933.0,4641.0,2013
13,Unnamed: 14,,,0.29600000000000004,0.433,0.0,0.24100000000000002,0.47200000000000003,0.047,,,,0.9490000000000001,,,,0.852,0.14800000000000002,0.17600000000000002,,,,2013
14,"Census Tract 24, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2013
15,Unnamed: 16,,,,,,,,,,,,,,,,,,,,,,2013
16,"Census Tract 25, Bronx County, New York",103665.3,5108.0,1821.0,1104.0,286.0,1740.0,1406.0,141.0,"$14,628","$10,236",0.5,1814.0,1952.0,,$594,3998.0,1097.0,1754.0,2820.0,2063.0,5095.0,2013
17,Unnamed: 18,,,0.35700000000000004,0.21600000000000003,0.055999999999999994,0.341,0.499,0.05,,,,0.879,,,,0.785,0.215,0.34299999999999997,,,,2013
18,"Census Tract 27.01, Bronx County, New York",98814.6,3172.0,927.0,1482.0,0.0,691.0,801.0,210.0,"$26,094","$14,677",0.51,1059.0,1955.0,,$630,2226.0,946.0,707.0,1801.0,1105.0,3172.0,2013
19,Unnamed: 20,,,0.292,0.467,0.0,0.218,0.445,0.11699999999999999,,,,0.958,,,,0.7020000000000001,0.298,0.223,,,,2013
20,"Census Tract 27.02, Bronx County, New York",77733.4,4723.0,1278.0,1777.0,0.0,1497.0,1190.0,149.0,"$19,237","$8,216",0.43,1380.0,1971.0,,$943,3611.0,911.0,1408.0,2431.0,1465.0,4522.0,2013
21,Unnamed: 22,,,0.271,0.376,0.0,0.317,0.49,0.061,,,,0.9420000000000001,,,,0.799,0.20199999999999999,0.298,,,,2013
22,"Census Tract 28, Bronx County, New York",36007.6,5804.0,276.0,4050.0,27.0,1193.0,557.0,783.0,"$48,717","$25,148",0.39,2340.0,1964.0,"$266,100",$937,1607.0,4194.0,1017.0,4136.0,2427.0,5801.0,2013
23,Unnamed: 24,,,0.048,0.698,0.005,0.20600000000000002,0.135,0.18899999999999997,,,,0.9640000000000001,,,,0.27699999999999997,0.723,0.175,,,,2013
24,"Census Tract 31, Bronx County, New York",21078.9,1272.0,287.0,588.0,21.0,374.0,284.0,122.0,"$28,047","$13,987",0.41,478.0,1952.0,"$52,900","$1,020",905.0,367.0,473.0,740.0,531.0,1272.0,2013
25,Unnamed: 26,,,0.226,0.462,0.017,0.294,0.384,0.165,,,,0.9,,,,0.7120000000000001,0.289,0.37200000000000005,,,,2013
26,"Census Tract 33, Bronx County, New York",68477.3,3985.0,1225.0,1629.0,0.0,1095.0,970.0,232.0,"$20,852","$9,050",0.44,1156.0,1962.0,"$406,500",$522,3250.0,718.0,1253.0,2144.0,1225.0,3968.0,2013
27,Unnamed: 28,,,0.307,0.409,0.0,0.275,0.452,0.10800000000000001,,,,0.9440000000000001,,,,0.8190000000000001,0.18100000000000002,0.314,,,,2013
28,"Census Tract 35, Bronx County, New York",68869.4,3776.0,514.0,1221.0,0.0,1810.0,944.0,158.0,"$24,321","$11,106",0.44,1289.0,1943.0,"$289,400",$736,3107.0,658.0,1171.0,2143.0,1346.0,3765.0,2013
29,Unnamed: 30,,,0.136,0.32299999999999995,0.0,0.479,0.441,0.07400000000000001,,,,0.958,,,,0.825,0.175,0.31,,,,2013
30,"Census Tract 37, Bronx County, New York",3739.0,242.0,68.0,54.0,0.0,120.0,26.0,0.0,"$34,000","$13,161",0.4,100.0,1967.0,,$869,125.0,117.0,0.0,172.0,100.0,242.0,2013
31,Unnamed: 32,,,0.281,0.223,0.0,0.496,0.151,0.0,,,,1.0,,,,0.517,0.484,0.0,,,,2013
32,"Census Tract 38, Bronx County, New York",52741.8,1291.0,191.0,518.0,9.0,524.0,209.0,116.0,"$36,250","$19,179",0.53,397.0,1963.0,"$445,500",$853,721.0,570.0,377.0,753.0,441.0,1291.0,2013
33,Unnamed: 34,,,0.14800000000000002,0.401,0.006999999999999999,0.406,0.278,0.154,,,,0.9,,,,0.5589999999999999,0.442,0.292,,,,2013
34,"Census Tract 39, Bronx County, New York",72461.2,6049.0,2331.0,1447.0,86.0,2152.0,1592.0,420.0,"$25,513","$14,479",0.52,1894.0,1961.0,"$432,100",$892,4011.0,1994.0,1837.0,3677.0,2205.0,6005.0,2013
35,Unnamed: 36,,,0.385,0.239,0.013999999999999999,0.35600000000000004,0.433,0.114,,,,0.8590000000000001,,,,0.6679999999999999,0.332,0.304,,,,2013
36,"Census Tract 40.01, Bronx County, New York",30917.1,1470.0,298.0,290.0,357.0,300.0,266.0,188.0,"$46,809","$23,640",0.41,490.0,1952.0,"$372,000",$965,584.0,886.0,717.0,1045.0,564.0,1470.0,2013
37,Unnamed: 38,,,0.203,0.19699999999999998,0.243,0.204,0.255,0.18,,,,0.8690000000000001,,,,0.397,0.603,0.488,,,,2013
38,"Census Tract 41, Bronx County, New York",87177.4,6218.0,1896.0,2209.0,83.0,1801.0,1545.0,241.0,"$18,021","$10,629",0.5,2025.0,1961.0,"$318,300",$574,4733.0,1377.0,1101.0,3197.0,2189.0,6110.0,2013
39,Unnamed: 40,,,0.305,0.355,0.013000000000000001,0.29,0.483,0.075,,,,0.925,,,,0.775,0.225,0.177,,,,2013
40,"Census Tract 42, Bronx County, New York",39806.4,7429.0,1614.0,3639.0,78.0,1913.0,1528.0,733.0,"$27,868","$14,492",0.42,2702.0,1963.0,"$141,800",$709,4511.0,2918.0,896.0,4594.0,2797.0,7429.0,2013
41,Unnamed: 42,,,0.217,0.49,0.011000000000000001,0.258,0.33299999999999996,0.16,,,,0.966,,,,0.607,0.39299999999999996,0.121,,,,2013
42,"Census Tract 43, Bronx County, New York",61292.9,5334.0,1160.0,1968.0,0.0,1868.0,1120.0,403.0,"$22,359","$12,913",0.5,1809.0,1964.0,"$446,300",$675,3642.0,1654.0,984.0,3084.0,2005.0,5296.0,2013
43,Unnamed: 44,,,0.218,0.369,0.0,0.35,0.363,0.131,,,,0.902,,,,0.688,0.312,0.185,,,,2013
44,"Census Tract 44, Bronx County, New York",47005.1,4780.0,685.0,2045.0,276.0,1371.0,1212.0,241.0,"$21,033","$14,240",0.54,1668.0,1955.0,"$432,400",$387,2991.0,1560.0,841.0,2933.0,1723.0,4551.0,2013
45,Unnamed: 46,,,0.14300000000000002,0.428,0.057999999999999996,0.287,0.413,0.08199999999999999,,,,0.968,,,,0.657,0.34299999999999997,0.17600000000000002,,,,2013
46,"Census Tract 46, Bronx County, New York",30744.7,1605.0,364.0,592.0,0.0,629.0,319.0,164.0,"$31,250","$19,481",0.46,657.0,1962.0,"$110,200",$733,883.0,722.0,224.0,1111.0,726.0,1605.0,2013
47,Unnamed: 48,,,0.22699999999999998,0.369,0.0,0.392,0.287,0.14800000000000002,,,,0.905,,,,0.55,0.45,0.14,,,,2013
48,"Census Tract 48, Bronx County, New York",67741.5,3882.0,613.0,912.0,210.0,1847.0,1166.0,156.0,"$24,683","$12,215",0.43,1234.0,1939.0,"$336,000","$1,049",2619.0,1263.0,1722.0,2425.0,1398.0,3882.0,2013
49,Unnamed: 50,,,0.158,0.235,0.054000000000000006,0.47600000000000003,0.48100000000000004,0.064,,,,0.883,,,,0.675,0.325,0.444,,,,2013
50,"Census Tract 50.01, Bronx County, New York",126524.1,4782.0,433.0,2098.0,18.0,1886.0,1070.0,236.0,"$30,106","$13,755",0.47,1432.0,1939.0,"$444,600","$1,230",3010.0,1714.0,1613.0,2653.0,1573.0,4724.0,2013
51,Unnamed: 52,,,0.091,0.439,0.004,0.39399999999999996,0.40299999999999997,0.08900000000000001,,,,0.91,,,,0.637,0.363,0.337,,,,2013
52,"Census Tract 50.02, Bronx County, New York",128338.6,5644.0,985.0,1169.0,152.0,2903.0,1543.0,201.0,"$32,788","$14,064",0.44,1656.0,1939.0,"$563,900","$1,042",3357.0,2254.0,3077.0,3200.0,1936.0,5611.0,2013
53,Unnamed: 54,,,0.175,0.207,0.027000000000000003,0.514,0.48200000000000004,0.063,,,,0.855,,,,0.598,0.402,0.545,,,,2013
54,"Census Tract 51, Bronx County, New York",31008.3,5858.0,862.0,2400.0,10.0,2371.0,1538.0,305.0,"$21,423","$11,045",0.43,1957.0,1953.0,,$519,4236.0,1614.0,1518.0,3459.0,2029.0,5850.0,2013
55,Unnamed: 56,,,0.147,0.41,0.002,0.405,0.445,0.08800000000000001,,,,0.965,,,,0.7240000000000001,0.276,0.259,,,,2013
56,"Census Tract 52, Bronx County, New York",28163.8,1985.0,313.0,765.0,60.0,601.0,609.0,82.0,"$17,106","$15,476",0.54,745.0,1949.0,"$343,800",$675,1256.0,729.0,683.0,1355.0,792.0,1985.0,2013
57,Unnamed: 58,,,0.158,0.385,0.03,0.303,0.449,0.061,,,,0.941,,,,0.633,0.36700000000000005,0.344,,,,2013
58,"Census Tract 53, Bronx County, New York",115944.9,3008.0,160.0,1701.0,0.0,811.0,518.0,308.0,"$15,087","$9,710",0.43,1262.0,1974.0,,$602,2241.0,727.0,705.0,1650.0,1617.0,2968.0,2013
59,Unnamed: 60,,,0.053,0.5660000000000001,0.0,0.27,0.314,0.187,,,,0.7809999999999999,,,,0.755,0.245,0.23399999999999999,,,,2013
60,"Census Tract 54, Bronx County, New York",78481.7,6052.0,1030.0,1408.0,165.0,2507.0,1593.0,335.0,"$29,583","$15,556",0.49,1672.0,1939.0,"$439,100","$1,079",3883.0,2097.0,2927.0,3787.0,1930.0,5980.0,2013
61,Unnamed: 62,,,0.17,0.233,0.027000000000000003,0.414,0.42100000000000004,0.08900000000000001,,,,0.866,,,,0.649,0.35100000000000003,0.484,,,,2013
62,"Census Tract 56, Bronx County, New York",45319.3,2383.0,386.0,624.0,42.0,1004.0,715.0,170.0,"$26,000","$16,509",0.51,892.0,1939.0,"$541,700",$988,1202.0,1181.0,934.0,1650.0,1068.0,2383.0,2013
63,Unnamed: 64,,,0.162,0.262,0.018000000000000002,0.42100000000000004,0.433,0.10300000000000001,,,,0.835,,,,0.504,0.496,0.392,,,,2013
64,"Census Tract 59.02, Bronx County, New York",104955.2,2849.0,580.0,896.0,0.0,1133.0,560.0,275.0,"$35,488","$17,690",0.44,1076.0,1939.0,"$187,000","$1,128",1779.0,1028.0,1069.0,1647.0,1153.0,2807.0,2013
65,Unnamed: 66,,,0.204,0.315,0.0,0.39799999999999996,0.34,0.16699999999999998,,,,0.9329999999999999,,,,0.634,0.366,0.375,,,,2013
66,"Census Tract 60, Bronx County, New York",9926.9,1255.0,145.0,260.0,11.0,839.0,222.0,108.0,"$40,586","$15,304",0.39,329.0,1939.0,"$396,400","$1,097",639.0,613.0,358.0,765.0,382.0,1252.0,2013
67,Unnamed: 68,,,0.11599999999999999,0.207,0.009000000000000001,0.669,0.29,0.141,,,,0.861,,,,0.51,0.49,0.285,,,,2013
68,"Census Tract 61, Bronx County, New York",40490.8,3789.0,182.0,3092.0,0.0,328.0,432.0,839.0,"$43,950","$28,973",0.39,2065.0,1964.0,"$24,900",$936,948.0,2826.0,460.0,2811.0,2250.0,3774.0,2013
69,Unnamed: 70,,,0.048,0.816,0.0,0.087,0.154,0.299,,,,0.9179999999999999,,,,0.251,0.7490000000000001,0.121,,,,2013
70,"Census Tract 62, Bronx County, New York",102883.3,7665.0,642.0,3181.0,16.0,2879.0,1806.0,389.0,"$25,500","$11,840",0.46,2344.0,1954.0,"$401,000",$607,5049.0,2615.0,2416.0,4135.0,2480.0,7664.0,2013
71,Unnamed: 72,,,0.084,0.415,0.002,0.376,0.43700000000000006,0.094,,,,0.945,,,,0.659,0.341,0.315,,,,2013
72,"Census Tract 63, Bronx County, New York",12650.6,5019.0,1385.0,1392.0,426.0,1644.0,1290.0,536.0,"$31,830","$17,196",0.44,1892.0,1939.0,"$217,600","$1,098",2724.0,2284.0,1921.0,3429.0,2034.0,5008.0,2013
73,Unnamed: 74,,,0.276,0.27699999999999997,0.085,0.32799999999999996,0.376,0.156,,,,0.93,,,,0.544,0.456,0.38299999999999995,,,,2013
74,"Census Tract 64, Bronx County, New York",63313.1,4017.0,503.0,1572.0,221.0,1388.0,465.0,523.0,"$36,446","$16,751",0.45,1229.0,1953.0,"$502,300","$1,305",2142.0,1875.0,1353.0,2503.0,1406.0,4017.0,2013
75,Unnamed: 76,,,0.125,0.391,0.055,0.34600000000000003,0.18600000000000003,0.209,,,,0.8740000000000001,,,,0.5329999999999999,0.467,0.337,,,,2013
76,"Census Tract 65, Bronx County, New York",56565.1,5734.0,927.0,2122.0,86.0,2561.0,1122.0,296.0,"$21,640","$11,184",0.49,1841.0,1972.0,,$954,4317.0,1350.0,2094.0,3194.0,1986.0,5667.0,2013
77,Unnamed: 78,,,0.162,0.37,0.015,0.447,0.35100000000000003,0.09300000000000001,,,,0.927,,,,0.762,0.23800000000000002,0.365,,,,2013
78,"Census Tract 67, Bronx County, New York",95245.4,7812.0,1380.0,2791.0,19.0,3238.0,2172.0,210.0,"$19,079","$10,265",0.52,2333.0,1951.0,"$415,100",$652,6187.0,1334.0,3300.0,4326.0,2439.0,7521.0,2013
79,Unnamed: 80,,,0.177,0.35700000000000004,0.002,0.415,0.502,0.049,,,,0.9570000000000001,,,,0.823,0.177,0.42200000000000004,,,,2013
80,"Census Tract 68, Bronx County, New York",49413.5,2984.0,275.0,1309.0,96.0,975.0,551.0,181.0,"$30,969","$14,586",0.44,979.0,1960.0,"$413,700","$1,196",1977.0,987.0,1155.0,1960.0,1103.0,2964.0,2013
81,Unnamed: 82,,,0.092,0.439,0.032,0.327,0.281,0.092,,,,0.888,,,,0.667,0.33299999999999996,0.387,,,,2013
82,"Census Tract 69, Bronx County, New York",101462.8,7364.0,1095.0,3266.0,118.0,2560.0,1790.0,445.0,"$17,460","$12,476",0.51,2608.0,1964.0,"$59,400",$725,5318.0,1962.0,1948.0,4049.0,2689.0,7280.0,2013
83,Unnamed: 84,,,0.149,0.444,0.016,0.348,0.442,0.11,,,,0.97,,,,0.731,0.27,0.265,,,,2013
84,"Census Tract 70, Bronx County, New York",60600.0,4794.0,773.0,1427.0,279.0,2025.0,1057.0,318.0,"$36,852","$13,745",0.44,1298.0,1951.0,"$427,800","$1,365",2599.0,2151.0,1656.0,2685.0,1441.0,4750.0,2013
85,Unnamed: 86,,,0.161,0.298,0.057999999999999996,0.42200000000000004,0.39399999999999996,0.11800000000000001,,,,0.9009999999999999,,,,0.547,0.45299999999999996,0.345,,,,2013
86,"Census Tract 71, Bronx County, New York",22714.0,2316.0,386.0,1089.0,6.0,759.0,393.0,239.0,"$40,682","$14,798",0.38,676.0,1991.0,"$229,000",$826,1220.0,998.0,376.0,1352.0,755.0,2218.0,2013
87,Unnamed: 88,,,0.16699999999999998,0.47,0.003,0.32799999999999996,0.29100000000000004,0.177,,,,0.895,,,,0.55,0.45,0.162,,,,2013
88,"Census Tract 72, Bronx County, New York",72913.0,5985.0,1108.0,1141.0,1255.0,1933.0,1227.0,713.0,"$42,193","$15,942",0.44,1775.0,1939.0,"$407,200","$1,133",3616.0,2346.0,2542.0,3479.0,1862.0,5962.0,2013
89,Unnamed: 90,,,0.185,0.191,0.21,0.32299999999999995,0.353,0.205,,,,0.953,,,,0.607,0.39399999999999996,0.425,,,,2013
90,"Census Tract 73, Bronx County, New York",66449.3,3596.0,738.0,1265.0,0.0,1530.0,952.0,113.0,"$22,254","$11,981",0.46,1270.0,1951.0,,$883,2431.0,1157.0,1131.0,2049.0,1376.0,3588.0,2013
91,Unnamed: 92,,,0.205,0.35200000000000004,0.0,0.426,0.465,0.055,,,,0.9229999999999999,,,,0.6779999999999999,0.32299999999999995,0.315,,,,2013
92,"Census Tract 74, Bronx County, New York",53457.0,3863.0,852.0,1368.0,40.0,1517.0,534.0,502.0,"$43,696","$22,437",0.43,1418.0,1971.0,"$411,900","$1,129",1805.0,2058.0,845.0,2592.0,1440.0,3863.0,2013
93,Unnamed: 94,,,0.221,0.354,0.01,0.39299999999999996,0.20600000000000002,0.19399999999999998,,,,0.985,,,,0.467,0.5329999999999999,0.21899999999999997,,,,2013
94,"Census Tract 75, Bronx County, New York",53036.9,4666.0,727.0,1645.0,13.0,2086.0,983.0,394.0,"$21,723","$13,589",0.47,1756.0,1960.0,"$271,100",$655,3163.0,1457.0,1142.0,2659.0,1868.0,4620.0,2013
95,Unnamed: 96,,,0.156,0.353,0.003,0.447,0.37,0.14800000000000002,,,,0.94,,,,0.685,0.315,0.245,,,,2013
96,"Census Tract 76, Bronx County, New York",67787.4,5682.0,960.0,1943.0,226.0,2000.0,1283.0,518.0,"$41,754","$16,892",0.48,1571.0,1939.0,"$485,900","$1,165",2738.0,2944.0,2042.0,3519.0,1795.0,5682.0,2013
97,Unnamed: 98,,,0.16899999999999998,0.342,0.04,0.35200000000000004,0.365,0.147,,,,0.875,,,,0.48200000000000004,0.518,0.359,,,,2013
98,"Census Tract 77, Bronx County, New York",42835.1,1866.0,356.0,427.0,0.0,1038.0,381.0,165.0,"$27,250","$15,234",0.47,594.0,1987.0,"$431,000","$1,111",1138.0,714.0,441.0,1058.0,637.0,1852.0,2013
99,Unnamed: 100,,,0.191,0.22899999999999998,0.0,0.556,0.36,0.156,,,,0.9329999999999999,,,,0.615,0.386,0.23600000000000002,,,,2013
100,"Census Tract 78, Bronx County, New York",57239.2,6793.0,1302.0,1122.0,743.0,3064.0,1612.0,498.0,"$32,060","$13,401",0.47,2021.0,1955.0,"$416,000","$1,176",3826.0,2967.0,2658.0,4002.0,2208.0,6793.0,2013
101,Unnamed: 102,,,0.192,0.165,0.109,0.451,0.40299999999999997,0.124,,,,0.915,,,,0.563,0.43700000000000006,0.391,,,,2013
102,"Census Tract 79, Bronx County, New York",80187.2,6128.0,1520.0,1921.0,0.0,2538.0,1718.0,225.0,"$25,244","$12,031",0.46,2235.0,1953.0,"$435,900",$664,4291.0,1789.0,1682.0,3395.0,2437.0,6080.0,2013
103,Unnamed: 104,,,0.248,0.314,0.0,0.414,0.506,0.066,,,,0.917,,,,0.706,0.294,0.275,,,,2013
104,"Census Tract 83, Bronx County, New York",69636.8,5752.0,793.0,2108.0,0.0,2554.0,1381.0,240.0,"$18,441","$11,516",0.49,2012.0,1939.0,"$291,500",$786,4038.0,1706.0,1652.0,3189.0,2161.0,5744.0,2013
105,Unnamed: 106,,,0.138,0.36700000000000005,0.0,0.444,0.433,0.075,,,,0.9309999999999999,,,,0.703,0.297,0.287,,,,2013
106,"Census Tract 84, Bronx County, New York",40322.7,2441.0,344.0,823.0,31.0,1138.0,310.0,346.0,"$54,219","$26,904",0.54,657.0,1971.0,"$424,000","$1,345",610.0,1831.0,663.0,1504.0,750.0,2441.0,2013
107,Unnamed: 108,,,0.141,0.337,0.013000000000000001,0.466,0.20600000000000002,0.23,,,,0.8759999999999999,,,,0.25,0.75,0.272,,,,2013
108,"Census Tract 85, Bronx County, New York",84775.1,5946.0,768.0,1207.0,66.0,3783.0,1381.0,412.0,"$23,882","$12,778",0.49,1700.0,1943.0,"$293,100",$973,3722.0,2007.0,1895.0,3383.0,1878.0,5729.0,2013
109,Unnamed: 110,,,0.129,0.203,0.011000000000000001,0.636,0.408,0.122,,,,0.905,,,,0.65,0.35,0.319,,,,2013
110,"Census Tract 86, Bronx County, New York",49108.6,3558.0,936.0,857.0,86.0,1536.0,970.0,185.0,"$20,069","$12,736",0.47,1376.0,1957.0,"$370,400",$392,2245.0,1313.0,529.0,2331.0,1471.0,3558.0,2013
111,Unnamed: 112,,,0.263,0.24100000000000002,0.024,0.43200000000000005,0.41600000000000004,0.079,,,,0.935,,,,0.631,0.369,0.149,,,,2013
112,"Census Tract 87, Bronx County, New York",76132.6,6278.0,835.0,1417.0,0.0,3829.0,1693.0,205.0,"$28,725","$13,516",0.46,1817.0,1954.0,"$99,400",$971,3667.0,2409.0,2149.0,3675.0,1904.0,6076.0,2013
113,Unnamed: 114,,,0.133,0.226,0.0,0.61,0.461,0.055999999999999994,,,,0.9540000000000001,,,,0.604,0.397,0.342,,,,2013
114,"Census Tract 89, Bronx County, New York",81183.9,3434.0,678.0,734.0,9.0,1722.0,968.0,144.0,"$18,794","$10,559",0.46,1175.0,1946.0,"$366,700",$731,2617.0,810.0,873.0,1864.0,1227.0,3427.0,2013
115,Unnamed: 116,,,0.19699999999999998,0.214,0.003,0.502,0.519,0.077,,,,0.958,,,,0.764,0.23600000000000002,0.254,,,,2013
116,"Census Tract 90, Bronx County, New York",10833.3,4058.0,1371.0,1138.0,232.0,1269.0,676.0,363.0,"$27,910","$14,985",0.53,1176.0,1958.0,"$405,300",$561,2471.0,1587.0,702.0,2276.0,1238.0,4058.0,2013
117,Unnamed: 118,,,0.33799999999999997,0.28,0.057,0.313,0.297,0.16,,,,0.95,,,,0.609,0.391,0.17300000000000001,,,,2013
118,"Census Tract 92, Bronx County, New York",44102.9,5255.0,686.0,906.0,569.0,2932.0,1213.0,491.0,"$30,845","$16,805",0.51,1706.0,1939.0,"$425,900","$1,241",3029.0,2180.0,1841.0,3207.0,1891.0,5209.0,2013
119,Unnamed: 120,,,0.131,0.172,0.10800000000000001,0.5579999999999999,0.37799999999999995,0.153,,,,0.902,,,,0.5820000000000001,0.419,0.35,,,,2013
120,"Census Tract 93, Bronx County, New York",7256.7,6444.0,1779.0,1931.0,0.0,2396.0,1536.0,377.0,"$30,783","$12,355",0.41,1709.0,1954.0,"$375,000","$1,001",3773.0,1787.0,1642.0,3982.0,1942.0,5560.0,2013
121,Unnamed: 122,,,0.276,0.3,0.0,0.37200000000000005,0.386,0.095,,,,0.88,,,,0.679,0.321,0.255,,,,2013
122,"Census Tract 96, Bronx County, New York",9483.5,2560.0,430.0,520.0,374.0,1092.0,444.0,305.0,"$41,786","$15,463",0.43,690.0,1942.0,"$439,500","$1,436",1207.0,1135.0,776.0,1558.0,789.0,2342.0,2013
123,Unnamed: 124,,,0.168,0.203,0.146,0.42700000000000005,0.285,0.196,,,,0.875,,,,0.515,0.485,0.303,,,,2013
124,"Census Tract 98, Bronx County, New York",24621.7,4905.0,1423.0,1552.0,149.0,1629.0,502.0,844.0,"$52,500","$23,942",0.42,1684.0,1956.0,"$412,900","$1,318",1789.0,3101.0,933.0,3213.0,1873.0,4890.0,2013
125,Unnamed: 126,,,0.29,0.316,0.03,0.332,0.156,0.263,,,,0.899,,,,0.366,0.634,0.19,,,,2013
126,"Census Tract 110, Bronx County, New York",175.1,140.0,0.0,0.0,0.0,140.0,0.0,12.0,"$46,417","$21,086",0.32,50.0,1973.0,,$983,8.0,132.0,59.0,92.0,60.0,140.0,2013
127,Unnamed: 128,,,0.0,0.0,0.0,1.0,0.0,0.13,,,,0.833,,,,0.057,0.943,0.42100000000000004,,,,2013
128,"Census Tract 115.02, Bronx County, New York",34313.7,4534.0,1515.0,1611.0,27.0,1206.0,920.0,228.0,"$21,016","$9,657",0.44,1389.0,1959.0,"$340,200",$931,3520.0,882.0,1327.0,2485.0,1543.0,4402.0,2013
129,Unnamed: 130,,,0.33399999999999996,0.355,0.006,0.266,0.37,0.092,,,,0.9,,,,0.8,0.2,0.293,,,,2013
130,"Census Tract 117, Bronx County, New York",2914.7,1541.0,588.0,565.0,18.0,364.0,287.0,125.0,"$19,022","$12,617",0.52,558.0,1954.0,"$96,100",$991,954.0,587.0,247.0,864.0,613.0,1541.0,2013
131,Unnamed: 132,,,0.382,0.36700000000000005,0.012,0.23600000000000002,0.332,0.145,,,,0.91,,,,0.619,0.381,0.16,,,,2013
132,"Census Tract 118, Bronx County, New York",12308.5,5139.0,4339.0,81.0,119.0,481.0,420.0,816.0,"$73,508","$28,893",0.42,1566.0,1952.0,"$419,900","$1,196",791.0,3312.0,755.0,2834.0,1730.0,4103.0,2013
133,Unnamed: 134,,,0.8440000000000001,0.016,0.023,0.094,0.14800000000000002,0.28800000000000003,,,,0.905,,,,0.193,0.807,0.147,,,,2013
134,"Census Tract 119, Bronx County, New York",89380.6,5717.0,619.0,1867.0,0.0,3038.0,1541.0,312.0,"$23,838","$13,568",0.56,1878.0,1954.0,"$140,000",$950,4247.0,1470.0,1901.0,3259.0,2030.0,5717.0,2013
135,Unnamed: 136,,,0.10800000000000001,0.327,0.0,0.531,0.473,0.096,,,,0.925,,,,0.743,0.257,0.33299999999999996,,,,2013
136,"Census Tract 121.01, Bronx County, New York",69868.5,3139.0,375.0,1036.0,9.0,1619.0,680.0,192.0,"$35,147","$12,072",0.38,898.0,1947.0,"$463,300","$1,026",2277.0,852.0,1216.0,1570.0,1011.0,3129.0,2013
137,Unnamed: 138,,,0.12,0.33,0.003,0.516,0.433,0.122,,,,0.888,,,,0.728,0.272,0.387,,,,2013
138,"Census Tract 121.02, Bronx County, New York",78326.9,1536.0,262.0,301.0,15.0,958.0,312.0,112.0,"$17,028","$11,415",0.51,522.0,1947.0,,$574,1142.0,394.0,281.0,752.0,548.0,1536.0,2013
