,Statistics,Population Density (per sq. mile),Total Population:,White Alone,Black or African American Alone,Asian Alone,Hispanic or Latino Alone,Less than High School,Bachelor's degree or More,Median household income (In 2010 Inflation Adjusted Dollars),Per capita income (In 2010 Inflation adjusted dollars),Gini Index,Occupied,Median year structure built,Median value,Median Gross Rent,Under 2.00 (Poor or struggling),2.00 and Over (Doing ok),Foreign Born:,Population 25 Years and Over:,Housing units:,Population for whom poverty status Is determined:,year
415,Unnamed: 416,,,0.578,0.04,0.09,0.27899999999999997,0.136,0.392,,,,0.9490000000000001,,,,0.40700000000000003,0.593,0.466,,,,2010
416,"Census Tract 286, Bronx County, New York",16459.8,1219.0,944.0,0.0,179.0,96.0,105.0,286.0,"$85,096","$32,409",0.38,455.0,1946.0,"$448,500",$995,110.0,1109.0,288.0,843.0,518.0,1219.0,2010
417,Unnamed: 418,,,0.774,0.0,0.147,0.079,0.125,0.33899999999999997,,,,0.878,,,,0.09,0.91,0.23600000000000002,,,,2010
418,"Census Tract 287, Bronx County, New York",56852.3,3409.0,1257.0,361.0,343.0,1361.0,472.0,1086.0,"$44,709","$23,156",0.41,1186.0,1942.0,"$465,000","$1,149",1076.0,2333.0,1608.0,2448.0,1295.0,3409.0,2010
419,Unnamed: 420,,,0.369,0.106,0.10099999999999999,0.39899999999999997,0.193,0.444,,,,0.9159999999999999,,,,0.316,0.684,0.47200000000000003,,,,2010
420,"Census Tract 288, Bronx County, New York",25616.4,3319.0,2960.0,17.0,203.0,81.0,497.0,840.0,"$62,386","$29,290",0.41,1203.0,1949.0,"$526,000","$1,145",786.0,2533.0,763.0,2369.0,1245.0,3319.0,2010
421,Unnamed: 422,,,0.892,0.005,0.061,0.024,0.21,0.355,,,,0.966,,,,0.237,0.763,0.23,,,,2010
422,"Census Tract 289, Bronx County, New York",61955.3,4743.0,1706.0,255.0,297.0,2181.0,905.0,1048.0,"$45,968","$21,001",0.37,1702.0,1942.0,"$16,800","$1,096",2367.0,2288.0,2107.0,3200.0,1858.0,4655.0,2010
423,Unnamed: 424,,,0.36,0.054000000000000006,0.063,0.46,0.28300000000000003,0.32799999999999996,,,,0.9159999999999999,,,,0.509,0.49200000000000005,0.444,,,,2010
424,"Census Tract 293.01, Bronx County, New York",15417.6,1725.0,1532.0,69.0,108.0,0.0,14.0,997.0,"$100,776","$61,512",0.46,890.0,1957.0,"$482,600","$1,108",165.0,1546.0,339.0,1374.0,947.0,1711.0,2010
425,Unnamed: 426,,,0.888,0.04,0.063,0.0,0.01,0.726,,,,0.94,,,,0.096,0.904,0.19699999999999998,,,,2010
426,"Census Tract 293.02, Bronx County, New York",30338.8,4971.0,3760.0,448.0,175.0,443.0,381.0,2430.0,"$80,313","$56,123",0.43,2457.0,1963.0,"$251,600","$1,743",332.0,4299.0,1150.0,4127.0,2812.0,4631.0,2010
427,Unnamed: 428,,,0.7559999999999999,0.09,0.035,0.08900000000000001,0.092,0.589,,,,0.8740000000000001,,,,0.07200000000000001,0.9279999999999999,0.231,,,,2010
428,"Census Tract 295, Bronx County, New York",46010.0,4139.0,2713.0,195.0,381.0,570.0,141.0,1940.0,"$71,936","$38,555",0.37,1895.0,1956.0,"$247,000","$1,337",758.0,3365.0,988.0,3155.0,2076.0,4123.0,2010
429,Unnamed: 430,,,0.6559999999999999,0.047,0.092,0.138,0.045,0.615,,,,0.9129999999999999,,,,0.184,0.816,0.239,,,,2010
430,"Census Tract 296, Bronx County, New York",9039.4,2537.0,1040.0,413.0,803.0,151.0,341.0,1105.0,"$29,967","$20,832",0.45,1105.0,1963.0,"$524,700",$888,931.0,1606.0,843.0,1913.0,1228.0,2537.0,2010
431,Unnamed: 432,,,0.41,0.163,0.317,0.06,0.17800000000000002,0.578,,,,0.9,,,,0.36700000000000005,0.633,0.332,,,,2010
432,"Census Tract 297, Bronx County, New York",36139.5,3358.0,2602.0,134.0,210.0,307.0,247.0,1536.0,"$85,859","$40,255",0.35,1376.0,1954.0,"$309,700","$1,298",265.0,2850.0,624.0,2511.0,1734.0,3115.0,2010
433,Unnamed: 434,,,0.775,0.04,0.063,0.091,0.098,0.612,,,,0.794,,,,0.085,0.915,0.18600000000000003,,,,2010
434,"Census Tract 300, Bronx County, New York",36278.8,5819.0,3511.0,181.0,686.0,1074.0,711.0,1364.0,"$51,577","$28,772",0.41,2492.0,1953.0,"$449,800","$1,122",1389.0,4430.0,1366.0,4279.0,2598.0,5819.0,2010
435,Unnamed: 436,,,0.603,0.031,0.11800000000000001,0.185,0.166,0.319,,,,0.9590000000000001,,,,0.239,0.7609999999999999,0.235,,,,2010
436,"Census Tract 301, Bronx County, New York",21594.0,1203.0,1044.0,104.0,12.0,25.0,129.0,589.0,"$81,705","$49,072",0.48,578.0,1957.0,"$386,300",$583,239.0,796.0,269.0,1045.0,578.0,1035.0,2010
437,Unnamed: 438,,,0.868,0.087,0.01,0.021,0.12300000000000001,0.564,,,,1.0,,,,0.231,0.769,0.22399999999999998,,,,2010
438,"Census Tract 302, Bronx County, New York",60473.3,10362.0,1672.0,6386.0,118.0,1731.0,1196.0,1614.0,"$51,544","$27,451",0.38,4422.0,1968.0,"$80,300",$868,2445.0,7890.0,1875.0,7392.0,4605.0,10335.0,2010
439,Unnamed: 440,,,0.161,0.616,0.011000000000000001,0.16699999999999998,0.162,0.218,,,,0.96,,,,0.237,0.763,0.18100000000000002,,,,2010
440,"Census Tract 307.01, Bronx County, New York",37467.9,5646.0,4979.0,277.0,155.0,51.0,82.0,2800.0,"$77,217","$54,561",0.49,2510.0,1958.0,"$405,000","$1,423",478.0,4372.0,858.0,3629.0,2840.0,4850.0,2010
441,Unnamed: 442,,,0.882,0.049,0.027999999999999997,0.009000000000000001,0.023,0.772,,,,0.884,,,,0.099,0.9009999999999999,0.152,,,,2010
442,"Census Tract 309, Bronx County, New York",6170.9,3273.0,2917.0,198.0,122.0,36.0,211.0,1718.0,"$86,053","$51,615",0.52,1408.0,1963.0,"$500,600","$1,371",362.0,2602.0,643.0,2548.0,1500.0,2964.0,2010
443,Unnamed: 444,,,0.8909999999999999,0.061,0.037000000000000005,0.011000000000000001,0.083,0.674,,,,0.9390000000000001,,,,0.122,0.878,0.19699999999999998,,,,2010
444,"Census Tract 310, Bronx County, New York",20371.4,4978.0,2956.0,911.0,458.0,432.0,744.0,1086.0,"$90,461","$27,510",0.36,1249.0,1960.0,"$553,300","$1,355",519.0,3499.0,1284.0,3595.0,1249.0,4018.0,2010
445,Unnamed: 446,,,0.594,0.183,0.092,0.087,0.207,0.302,,,,1.0,,,,0.129,0.871,0.258,,,,2010
446,"Census Tract 312, Bronx County, New York",21942.1,1720.0,946.0,429.0,97.0,223.0,184.0,337.0,"$70,750","$29,508",0.44,628.0,1951.0,"$462,900","$1,409",465.0,1255.0,372.0,1164.0,628.0,1720.0,2010
447,Unnamed: 448,,,0.55,0.249,0.055999999999999994,0.13,0.158,0.29,,,,1.0,,,,0.27,0.73,0.21600000000000003,,,,2010
448,"Census Tract 314, Bronx County, New York",25588.1,2077.0,1223.0,94.0,248.0,390.0,261.0,474.0,"$72,478","$30,233",0.37,669.0,1950.0,"$455,600","$1,044",185.0,1808.0,780.0,1513.0,719.0,1993.0,2010
449,Unnamed: 450,,,0.589,0.045,0.11900000000000001,0.188,0.17300000000000001,0.313,,,,0.9309999999999999,,,,0.09300000000000001,0.907,0.376,,,,2010
450,"Census Tract 316, Bronx County, New York",33389.0,2284.0,967.0,330.0,243.0,663.0,271.0,465.0,"$68,225","$24,374",0.39,719.0,1957.0,"$515,000","$1,335",397.0,1887.0,915.0,1482.0,741.0,2284.0,2010
451,Unnamed: 452,,,0.423,0.145,0.106,0.29,0.183,0.314,,,,0.97,,,,0.174,0.826,0.401,,,,2010
452,"Census Tract 318, Bronx County, New York",33600.8,2314.0,1562.0,140.0,59.0,504.0,583.0,643.0,"$66,736","$26,605",0.35,644.0,1955.0,"$469,700","$1,954",328.0,1657.0,840.0,1786.0,662.0,1985.0,2010
453,Unnamed: 454,,,0.675,0.061,0.026000000000000002,0.218,0.326,0.36,,,,0.973,,,,0.165,0.835,0.363,,,,2010
454,"Census Tract 319, Bronx County, New York",16956.3,1395.0,719.0,43.0,370.0,136.0,9.0,0.0,,"$4,395",,9.0,,,,0.0,30.0,222.0,30.0,9.0,30.0,2010
455,Unnamed: 456,,,0.515,0.031,0.265,0.098,0.3,0.0,,,,1.0,,,,0.0,1.0,0.159,,,,2010
456,"Census Tract 323, Bronx County, New York",23944.9,5112.0,3794.0,418.0,412.0,476.0,235.0,2099.0,"$69,784","$47,064",0.47,2428.0,1958.0,"$275,700","$1,058",727.0,4370.0,960.0,3991.0,2773.0,5097.0,2010
457,Unnamed: 458,,,0.742,0.08199999999999999,0.081,0.09300000000000001,0.059000000000000004,0.526,,,,0.8759999999999999,,,,0.14300000000000002,0.857,0.188,,,,2010
458,"Census Tract 324, Bronx County, New York",29125.8,3018.0,600.0,1343.0,130.0,858.0,433.0,257.0,"$26,297","$15,581",0.48,1231.0,1954.0,"$407,600",$576,1794.0,1224.0,856.0,1962.0,1300.0,3018.0,2010
459,Unnamed: 460,,,0.19899999999999998,0.445,0.043,0.284,0.221,0.131,,,,0.9470000000000001,,,,0.594,0.406,0.284,,,,2010
460,"Census Tract 326, Bronx County, New York",26057.5,3332.0,2209.0,146.0,403.0,524.0,527.0,603.0,"$68,610","$26,332",0.4,1081.0,1949.0,"$482,700","$1,333",736.0,2507.0,887.0,2201.0,1151.0,3243.0,2010
461,Unnamed: 462,,,0.6629999999999999,0.044000000000000004,0.121,0.157,0.239,0.27399999999999997,,,,0.9390000000000001,,,,0.22699999999999998,0.773,0.266,,,,2010
462,"Census Tract 328, Bronx County, New York",49823.8,3937.0,1531.0,779.0,363.0,974.0,579.0,470.0,"$37,314","$16,625",0.43,1477.0,1953.0,"$495,300",$831,1725.0,2169.0,1350.0,2306.0,1516.0,3894.0,2010
463,Unnamed: 464,,,0.389,0.198,0.092,0.247,0.251,0.204,,,,0.9740000000000001,,,,0.44299999999999995,0.557,0.34299999999999997,,,,2010
464,"Census Tract 330, Bronx County, New York",69898.5,5563.0,3004.0,943.0,106.0,1455.0,811.0,604.0,"$41,458","$19,226",0.48,2139.0,1947.0,"$450,500",$937,2494.0,3055.0,2396.0,3624.0,2139.0,5549.0,2010
465,Unnamed: 466,,,0.54,0.17,0.019,0.262,0.22399999999999998,0.16699999999999998,,,,1.0,,,,0.45,0.551,0.431,,,,2010
466,"Census Tract 332.01, Bronx County, New York",72246.9,3181.0,1244.0,591.0,0.0,1168.0,524.0,802.0,"$43,895","$33,896",0.44,1768.0,1957.0,"$178,900","$1,052",741.0,2440.0,1002.0,2542.0,1833.0,3181.0,2010
467,Unnamed: 468,,,0.391,0.18600000000000003,0.0,0.36700000000000005,0.20600000000000002,0.316,,,,0.965,,,,0.233,0.767,0.315,,,,2010
468,"Census Tract 332.02, Bronx County, New York",82394.9,3665.0,808.0,1036.0,219.0,1260.0,840.0,432.0,"$22,625","$13,499",0.48,1400.0,1951.0,"$308,100","$1,012",2301.0,1232.0,1108.0,2466.0,1641.0,3533.0,2010
469,Unnamed: 470,,,0.221,0.28300000000000003,0.06,0.344,0.341,0.175,,,,0.853,,,,0.6509999999999999,0.349,0.302,,,,2010
470,"Census Tract 334, Bronx County, New York",758.2,889.0,90.0,633.0,0.0,120.0,67.0,64.0,"$28,173","$13,587",0.41,322.0,2002.0,"$343,800","$1,015",603.0,286.0,245.0,435.0,322.0,889.0,2010
471,Unnamed: 472,,,0.10099999999999999,0.7120000000000001,0.0,0.135,0.154,0.147,,,,1.0,,,,0.6779999999999999,0.322,0.276,,,,2010
472,"Census Tract 335, Bronx County, New York",7624.7,2041.0,1436.0,144.0,156.0,280.0,119.0,953.0,"$100,111","$48,919",0.47,750.0,1939.0,"$378,800","$1,132",264.0,1395.0,318.0,1347.0,780.0,1659.0,2010
473,Unnamed: 474,,,0.7040000000000001,0.071,0.076,0.13699999999999998,0.08800000000000001,0.708,,,,0.9620000000000001,,,,0.159,0.841,0.156,,,,2010
474,"Census Tract 336, Bronx County, New York",84639.5,6026.0,797.0,2513.0,91.0,2478.0,1364.0,365.0,"$28,181","$16,394",0.5,2659.0,1953.0,"$159,800",$814,3197.0,2788.0,1763.0,3854.0,2776.0,5985.0,2010
475,Unnamed: 476,,,0.132,0.41700000000000004,0.015,0.41100000000000003,0.354,0.095,,,,0.958,,,,0.534,0.466,0.293,,,,2010
476,"Census Tract 337, Bronx County, New York",15317.8,2559.0,1936.0,53.0,317.0,214.0,81.0,1062.0,"$84,071","$47,760",0.43,994.0,1953.0,"$617,600","$1,600",67.0,2492.0,673.0,1826.0,1051.0,2559.0,2010
477,Unnamed: 478,,,0.757,0.021,0.124,0.084,0.044000000000000004,0.5820000000000001,,,,0.946,,,,0.026000000000000002,0.9740000000000001,0.263,,,,2010
478,"Census Tract 338, Bronx County, New York",60168.5,3749.0,217.0,2033.0,92.0,1396.0,555.0,544.0,"$42,830","$19,273",0.43,1280.0,1940.0,"$431,100","$1,087",1811.0,1938.0,1588.0,2296.0,1399.0,3749.0,2010
479,Unnamed: 480,,,0.057999999999999996,0.542,0.025,0.37200000000000005,0.242,0.237,,,,0.915,,,,0.483,0.517,0.424,,,,2010
480,"Census Tract 340, Bronx County, New York",72400.3,4426.0,722.0,1554.0,330.0,1563.0,707.0,505.0,"$39,897","$18,362",0.37,1671.0,1941.0,"$464,600",$981,1868.0,2558.0,1713.0,2992.0,1818.0,4426.0,2010
481,Unnamed: 482,,,0.163,0.35100000000000003,0.075,0.353,0.23600000000000002,0.16899999999999998,,,,0.919,,,,0.42200000000000004,0.578,0.387,,,,2010
482,"Census Tract 342, Bronx County, New York",28305.3,1714.0,148.0,909.0,12.0,645.0,260.0,411.0,"$70,875","$27,409",0.4,609.0,1951.0,"$415,900","$1,173",748.0,966.0,534.0,1102.0,661.0,1714.0,2010
483,Unnamed: 484,,,0.086,0.53,0.006999999999999999,0.376,0.23600000000000002,0.373,,,,0.9209999999999999,,,,0.436,0.564,0.312,,,,2010
484,"Census Tract 343, Bronx County, New York",37368.7,1751.0,998.0,235.0,160.0,350.0,272.0,466.0,"$51,747","$27,909",0.43,584.0,1959.0,"$571,800","$1,165",376.0,1005.0,561.0,1352.0,625.0,1381.0,2010
485,Unnamed: 486,,,0.57,0.134,0.091,0.2,0.201,0.345,,,,0.934,,,,0.272,0.728,0.32,,,,2010
486,"Census Tract 344, Bronx County, New York",26343.3,1597.0,139.0,846.0,152.0,440.0,313.0,314.0,"$36,726","$28,592",0.52,535.0,1956.0,"$402,300",$964,607.0,990.0,650.0,1105.0,561.0,1597.0,2010
487,Unnamed: 488,,,0.087,0.53,0.095,0.276,0.28300000000000003,0.284,,,,0.9540000000000001,,,,0.38,0.62,0.40700000000000003,,,,2010
488,"Census Tract 345, Bronx County, New York",34918.6,3665.0,2038.0,608.0,254.0,623.0,327.0,1182.0,"$70,469","$34,290",0.37,1496.0,1963.0,"$374,500","$1,153",704.0,2961.0,969.0,2621.0,1601.0,3665.0,2010
489,Unnamed: 490,,,0.556,0.166,0.069,0.17,0.125,0.451,,,,0.934,,,,0.192,0.8079999999999999,0.264,,,,2010
490,"Census Tract 348, Bronx County, New York",38269.5,6464.0,609.0,3670.0,361.0,1332.0,763.0,735.0,"$44,057","$20,296",0.48,2090.0,1953.0,"$408,100",$660,2397.0,4004.0,2351.0,4132.0,2228.0,6401.0,2010
491,Unnamed: 492,,,0.094,0.568,0.055999999999999994,0.20600000000000002,0.185,0.17800000000000002,,,,0.938,,,,0.375,0.626,0.364,,,,2010
492,"Census Tract 350, Bronx County, New York",23774.3,1759.0,292.0,1106.0,159.0,160.0,138.0,307.0,"$65,568","$25,046",0.43,628.0,1954.0,"$415,900","$1,317",648.0,1108.0,459.0,1060.0,706.0,1756.0,2010
493,Unnamed: 494,,,0.166,0.629,0.09,0.091,0.13,0.29,,,,0.89,,,,0.369,0.631,0.261,,,,2010
494,"Census Tract 351, Bronx County, New York",14713.8,3198.0,2222.0,311.0,284.0,278.0,123.0,867.0,"$62,292","$32,907",0.55,1033.0,1957.0,"$327,200","$1,061",469.0,1582.0,560.0,1483.0,1168.0,2051.0,2010
495,Unnamed: 496,,,0.695,0.09699999999999999,0.08900000000000001,0.087,0.083,0.585,,,,0.884,,,,0.22899999999999998,0.7709999999999999,0.175,,,,2010
496,"Census Tract 356, Bronx County, New York",14222.5,2194.0,462.0,1377.0,0.0,221.0,201.0,202.0,"$80,571","$25,423",0.37,703.0,1956.0,"$486,300","$1,330",454.0,1740.0,622.0,1384.0,761.0,2194.0,2010
497,Unnamed: 498,,,0.21100000000000002,0.628,0.0,0.10099999999999999,0.145,0.146,,,,0.924,,,,0.207,0.7929999999999999,0.284,,,,2010
498,"Census Tract 358, Bronx County, New York",31852.8,8030.0,225.0,6519.0,255.0,796.0,695.0,1121.0,"$60,607","$21,544",0.36,2361.0,1955.0,"$426,700","$1,036",2455.0,5547.0,3776.0,5043.0,2397.0,8002.0,2010
499,Unnamed: 500,,,0.027999999999999997,0.812,0.032,0.099,0.138,0.222,,,,0.985,,,,0.307,0.693,0.47,,,,2010
500,"Census Tract 359, Bronx County, New York",34324.2,1671.0,213.0,400.0,0.0,834.0,171.0,93.0,"$22,051","$13,789",0.54,564.0,1964.0,"$460,900","$1,013",1130.0,541.0,449.0,883.0,601.0,1671.0,2010
501,Unnamed: 502,,,0.128,0.239,0.0,0.499,0.19399999999999998,0.105,,,,0.938,,,,0.6759999999999999,0.324,0.26899999999999996,,,,2010
502,"Census Tract 360, Bronx County, New York",30524.3,3137.0,800.0,1350.0,558.0,295.0,309.0,560.0,"$66,275","$24,661",0.37,981.0,1948.0,"$469,500",$899,434.0,2612.0,1298.0,2343.0,1019.0,3046.0,2010
503,Unnamed: 504,,,0.255,0.43,0.17800000000000002,0.094,0.132,0.239,,,,0.963,,,,0.14300000000000002,0.858,0.414,,,,2010
504,"Census Tract 361, Bronx County, New York",84784.0,5313.0,769.0,1406.0,51.0,2881.0,1037.0,294.0,"$14,839","$9,403",0.47,1992.0,1972.0,"$348,500",$486,4168.0,1050.0,1495.0,2792.0,2163.0,5218.0,2010
505,Unnamed: 506,,,0.145,0.265,0.01,0.542,0.371,0.105,,,,0.9209999999999999,,,,0.799,0.201,0.281,,,,2010
506,"Census Tract 363, Bronx County, New York",90757.6,7815.0,919.0,2278.0,211.0,4197.0,1767.0,480.0,"$20,664","$11,790",0.48,2482.0,1974.0,"$284,000",$956,5109.0,2648.0,2146.0,4285.0,2516.0,7757.0,2010
507,Unnamed: 508,,,0.11800000000000001,0.292,0.027000000000000003,0.537,0.41200000000000003,0.11199999999999999,,,,0.987,,,,0.659,0.341,0.275,,,,2010
508,"Census Tract 364, Bronx County, New York",38322.4,2992.0,45.0,2555.0,0.0,133.0,484.0,447.0,"$58,897","$22,649",0.39,933.0,1941.0,"$395,300","$1,233",743.0,2249.0,1251.0,1914.0,990.0,2992.0,2010
509,Unnamed: 510,,,0.015,0.8540000000000001,0.0,0.045,0.253,0.23399999999999999,,,,0.9420000000000001,,,,0.248,0.752,0.418,,,,2010
510,"Census Tract 365.01, Bronx County, New York",108793.0,3960.0,429.0,1836.0,15.0,1680.0,923.0,284.0,"$26,988","$11,417",0.43,1353.0,1972.0,"$340,900",$870,2848.0,1112.0,1077.0,2138.0,1451.0,3960.0,2010
511,Unnamed: 512,,,0.10800000000000001,0.46399999999999997,0.004,0.424,0.43200000000000005,0.133,,,,0.9329999999999999,,,,0.7190000000000001,0.281,0.272,,,,2010
512,"Census Tract 365.02, Bronx County, New York",56169.9,2129.0,268.0,789.0,21.0,1043.0,497.0,147.0,"$30,938","$15,804",0.5,674.0,1956.0,"$462,100",$944,1156.0,958.0,948.0,1141.0,750.0,2114.0,2010
513,Unnamed: 514,,,0.126,0.371,0.01,0.49,0.436,0.129,,,,0.899,,,,0.547,0.45299999999999996,0.445,,,,2010
514,"Census Tract 367, Bronx County, New York",57987.5,2078.0,398.0,849.0,8.0,772.0,424.0,21.0,"$17,391","$8,342",0.44,588.0,1961.0,"$497,400",$782,1427.0,506.0,365.0,1061.0,678.0,1933.0,2010
515,Unnamed: 516,,,0.192,0.409,0.004,0.37200000000000005,0.4,0.02,,,,0.867,,,,0.738,0.262,0.17600000000000002,,,,2010
516,"Census Tract 368, Bronx County, New York",29103.6,1905.0,68.0,1250.0,28.0,403.0,168.0,428.0,"$65,139","$25,557",0.39,631.0,1955.0,"$337,600","$1,110",321.0,1584.0,593.0,1210.0,667.0,1905.0,2010
517,Unnamed: 518,,,0.036000000000000004,0.6559999999999999,0.015,0.212,0.139,0.354,,,,0.946,,,,0.16899999999999998,0.8320000000000001,0.311,,,,2010
518,"Census Tract 369.01, Bronx County, New York",61506.5,2226.0,187.0,829.0,0.0,1083.0,391.0,97.0,"$14,194","$11,431",0.53,754.0,1939.0,,$875,1537.0,689.0,419.0,1150.0,805.0,2226.0,2010
519,Unnamed: 520,,,0.084,0.37200000000000005,0.0,0.48700000000000004,0.34,0.084,,,,0.937,,,,0.691,0.31,0.188,,,,2010
520,"Census Tract 369.02, Bronx County, New York",82357.5,2169.0,71.0,1180.0,0.0,807.0,257.0,169.0,"$35,949","$13,848",0.42,719.0,1957.0,"$1,000,001",$658,1213.0,956.0,403.0,1192.0,775.0,2169.0,2010
521,Unnamed: 522,,,0.033,0.544,0.0,0.37200000000000005,0.21600000000000003,0.142,,,,0.9279999999999999,,,,0.5589999999999999,0.441,0.18600000000000003,,,,2010
522,"Census Tract 370, Bronx County, New York",39904.9,2448.0,128.0,1615.0,9.0,416.0,388.0,437.0,"$68,194","$26,434",0.39,783.0,1953.0,"$415,700","$1,292",431.0,2017.0,1064.0,1714.0,845.0,2448.0,2010
523,Unnamed: 524,,,0.052000000000000005,0.66,0.004,0.17,0.226,0.255,,,,0.927,,,,0.17600000000000002,0.8240000000000001,0.435,,,,2010
524,"Census Tract 371, Bronx County, New York",50420.5,3858.0,274.0,1598.0,8.0,1853.0,988.0,317.0,"$20,078","$14,481",0.51,1657.0,1970.0,"$353,800",$788,2141.0,1635.0,1129.0,2404.0,1815.0,3776.0,2010
525,Unnamed: 526,,,0.071,0.414,0.002,0.48,0.41100000000000003,0.132,,,,0.9129999999999999,,,,0.5670000000000001,0.433,0.293,,,,2010
526,"Census Tract 372, Bronx County, New York",33463.3,2410.0,269.0,1367.0,312.0,318.0,348.0,444.0,"$52,107","$22,624",0.44,779.0,1951.0,"$376,100","$1,096",642.0,1768.0,870.0,1619.0,820.0,2410.0,2010
527,Unnamed: 528,,,0.11199999999999999,0.5670000000000001,0.13,0.132,0.215,0.27399999999999997,,,,0.95,,,,0.266,0.7340000000000001,0.361,,,,2010
528,"Census Tract 373, Bronx County, New York",68821.3,4609.0,561.0,1703.0,18.0,2145.0,760.0,227.0,"$27,724","$13,489",0.52,1580.0,1939.0,"$315,400",$952,3168.0,1441.0,1556.0,2413.0,1838.0,4609.0,2010
529,Unnamed: 530,,,0.122,0.37,0.004,0.465,0.315,0.094,,,,0.86,,,,0.687,0.313,0.33799999999999997,,,,2010
530,"Census Tract 374, Bronx County, New York",44740.0,2886.0,468.0,1359.0,89.0,906.0,587.0,65.0,"$18,813","$14,040",0.52,1355.0,1954.0,"$475,000",$614,1758.0,1128.0,474.0,1857.0,1425.0,2886.0,2010
531,Unnamed: 532,,,0.162,0.47100000000000003,0.031,0.314,0.316,0.035,,,,0.951,,,,0.609,0.391,0.16399999999999998,,,,2010
532,"Census Tract 375.04, Bronx County, New York",45387.1,4193.0,728.0,1508.0,0.0,1905.0,1321.0,232.0,"$19,500","$9,776",0.49,1186.0,1948.0,"$333,300",$758,2489.0,1049.0,857.0,2574.0,1203.0,3538.0,2010
533,Unnamed: 534,,,0.174,0.36,0.0,0.45399999999999996,0.513,0.09,,,,0.986,,,,0.7040000000000001,0.297,0.204,,,,2010
534,"Census Tract 376, Bronx County, New York",53341.0,2602.0,372.0,1704.0,82.0,444.0,385.0,456.0,"$53,750","$17,082",0.36,671.0,1939.0,"$453,900",$959,841.0,1732.0,1147.0,1531.0,827.0,2573.0,2010
535,Unnamed: 536,,,0.14300000000000002,0.655,0.032,0.171,0.252,0.298,,,,0.8109999999999999,,,,0.327,0.6729999999999999,0.441,,,,2010
536,"Census Tract 378, Bronx County, New York",53827.2,2698.0,266.0,1628.0,0.0,735.0,409.0,336.0,"$44,583","$19,214",0.33,1036.0,1949.0,"$419,200","$1,007",1149.0,1519.0,1112.0,1592.0,1086.0,2668.0,2010
537,Unnamed: 538,,,0.099,0.603,0.0,0.272,0.257,0.21100000000000002,,,,0.9540000000000001,,,,0.431,0.569,0.41200000000000003,,,,2010
538,"Census Tract 379, Bronx County, New York",74799.8,5553.0,430.0,2919.0,0.0,2074.0,1059.0,213.0,"$21,451","$9,553",0.48,1567.0,1941.0,"$356,500",$982,4033.0,1243.0,1727.0,2422.0,1700.0,5276.0,2010
539,Unnamed: 540,,,0.077,0.526,0.0,0.374,0.43700000000000006,0.08800000000000001,,,,0.922,,,,0.764,0.23600000000000002,0.311,,,,2010
540,"Census Tract 380, Bronx County, New York",48014.2,3991.0,248.0,3221.0,37.0,336.0,424.0,556.0,"$35,114","$18,597",0.44,1548.0,1959.0,"$262,500",$946,1962.0,2029.0,1208.0,2598.0,1710.0,3991.0,2010
541,Unnamed: 542,,,0.062,0.807,0.009000000000000001,0.084,0.163,0.214,,,,0.905,,,,0.49200000000000005,0.508,0.303,,,,2010
542,"Census Tract 381, Bronx County, New York",108041.3,6222.0,598.0,1717.0,51.0,3576.0,1330.0,686.0,"$27,500","$14,565",0.44,2094.0,1939.0,"$418,100",$926,3713.0,2488.0,2916.0,4075.0,2196.0,6201.0,2010
543,Unnamed: 544,,,0.096,0.276,0.008,0.575,0.326,0.168,,,,0.9540000000000001,,,,0.599,0.401,0.469,,,,2010
544,"Census Tract 382, Bronx County, New York",45319.1,2746.0,183.0,1975.0,0.0,588.0,399.0,303.0,"$48,068","$18,597",0.4,805.0,1952.0,"$430,100","$1,251",1429.0,1317.0,849.0,1591.0,874.0,2746.0,2010
545,Unnamed: 546,,,0.067,0.7190000000000001,0.0,0.214,0.251,0.19,,,,0.9209999999999999,,,,0.52,0.48,0.309,,,,2010
546,"Census Tract 383.01, Bronx County, New York",136934.4,5028.0,704.0,1716.0,17.0,2467.0,957.0,225.0,"$25,508","$11,854",0.45,1569.0,1939.0,"$346,200",$957,3090.0,1877.0,2218.0,2580.0,1569.0,4967.0,2010
547,Unnamed: 548,,,0.14,0.341,0.003,0.491,0.371,0.087,,,,1.0,,,,0.622,0.37799999999999995,0.441,,,,2010
548,"Census Tract 383.02, Bronx County, New York",94654.9,5303.0,556.0,2219.0,0.0,2234.0,1045.0,297.0,"$17,839","$10,282",0.46,1860.0,1944.0,,$881,3976.0,1327.0,1190.0,2958.0,1964.0,5303.0,2010
549,Unnamed: 550,,,0.105,0.418,0.0,0.42100000000000004,0.353,0.1,,,,0.9470000000000001,,,,0.75,0.25,0.22399999999999998,,,,2010
550,"Census Tract 385, Bronx County, New York",61311.8,4521.0,665.0,1414.0,29.0,2287.0,1029.0,195.0,"$20,981","$10,777",0.48,1413.0,1939.0,"$518,600",$884,3303.0,1179.0,1657.0,2585.0,1612.0,4482.0,2010
551,Unnamed: 552,,,0.147,0.313,0.006,0.506,0.39799999999999996,0.075,,,,0.877,,,,0.737,0.263,0.36700000000000005,,,,2010
552,"Census Tract 386, Bronx County, New York",47856.3,7567.0,102.0,6202.0,0.0,1095.0,949.0,824.0,"$41,885","$17,315",0.41,2417.0,1960.0,"$439,700","$1,071",2605.0,4872.0,3187.0,4344.0,2723.0,7477.0,2010
