,Statistics,Population Density (per sq. mile),Total Population:,White Alone,Black or African American Alone,Asian Alone,Hispanic or Latino Alone,Less than High School,Bachelor's degree or More,Median household income (In 2010 Inflation Adjusted Dollars),Per capita income (In 2010 Inflation adjusted dollars),Gini Index,Occupied,Median year structure built,Median value,Median Gross Rent,Under 2.00 (Poor or struggling),2.00 and Over (Doing ok),Foreign Born:,Population 25 Years and Over:,Housing units:,Population for whom poverty status Is determined:,year
10,"Census Tract 20, Bronx County, New York",57631.5,8802.0,887.0,3339.0,11.0,4444.0,2016.0,634.0,"$24,939","$13,460",0.5,3029.0,1954.0,"$398,100",$455,5440.0,3207.0,1437.0,4839.0,3117.0,8647.0,2010
11,Unnamed: 12,,,0.10099999999999999,0.379,0.001,0.505,0.41700000000000004,0.131,,,,0.972,,,,0.629,0.371,0.163,,,,2010
12,"Census Tract 23, Bronx County, New York",124788.8,5036.0,1886.0,2146.0,0.0,937.0,1394.0,145.0,"$13,756","$10,204",0.51,1968.0,1963.0,,$359,3744.0,1292.0,731.0,3010.0,2070.0,5036.0,2010
13,Unnamed: 14,,,0.375,0.426,0.0,0.18600000000000003,0.46299999999999997,0.048,,,,0.951,,,,0.743,0.257,0.145,,,,2010
14,"Census Tract 24, Bronx County, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2010
15,Unnamed: 16,,,,,,,,,,,,,,,,,,,,,,2010
16,"Census Tract 25, Bronx County, New York",100134.0,4934.0,1976.0,1230.0,0.0,1621.0,1413.0,156.0,"$15,207","$10,371",0.52,1812.0,1959.0,"$381,300",$570,3929.0,1005.0,1814.0,2896.0,2066.0,4934.0,2010
17,Unnamed: 18,,,0.401,0.249,0.0,0.32899999999999996,0.488,0.054000000000000006,,,,0.877,,,,0.7959999999999999,0.204,0.368,,,,2010
18,"Census Tract 27.01, Bronx County, New York",95419.0,3063.0,529.0,2158.0,0.0,312.0,651.0,208.0,"$19,450","$12,048",0.52,1014.0,1957.0,,$539,2312.0,731.0,429.0,1642.0,1100.0,3043.0,2010
19,Unnamed: 20,,,0.17300000000000001,0.705,0.0,0.102,0.397,0.127,,,,0.922,,,,0.76,0.24,0.14,,,,2010
20,"Census Tract 27.02, Bronx County, New York",78408.2,4764.0,1137.0,1633.0,0.0,1890.0,1090.0,191.0,"$19,300","$8,205",0.46,1384.0,1965.0,"$350,000",$592,3844.0,670.0,1184.0,2324.0,1525.0,4514.0,2010
21,Unnamed: 22,,,0.239,0.34299999999999997,0.0,0.397,0.469,0.08199999999999999,,,,0.9079999999999999,,,,0.852,0.14800000000000002,0.249,,,,2010
22,"Census Tract 28, Bronx County, New York",35703.6,5755.0,258.0,4166.0,118.0,1093.0,829.0,680.0,"$44,036","$24,062",0.43,2335.0,1964.0,"$262,000",$849,1540.0,4215.0,1420.0,4096.0,2438.0,5755.0,2010
23,Unnamed: 24,,,0.045,0.7240000000000001,0.021,0.19,0.20199999999999999,0.166,,,,0.958,,,,0.268,0.732,0.247,,,,2010
24,"Census Tract 31, Bronx County, New York",20333.2,1227.0,256.0,481.0,13.0,477.0,228.0,161.0,"$33,603","$13,692",0.43,449.0,1958.0,"$115,600",$892,604.0,623.0,452.0,750.0,535.0,1227.0,2010
25,Unnamed: 26,,,0.209,0.392,0.011000000000000001,0.389,0.304,0.215,,,,0.8390000000000001,,,,0.49200000000000005,0.508,0.368,,,,2010
26,"Census Tract 33, Bronx County, New York",60108.8,3498.0,1187.0,1328.0,0.0,810.0,781.0,203.0,"$16,021","$9,006",0.5,1211.0,1976.0,"$335,700",$453,2871.0,627.0,1081.0,1835.0,1259.0,3498.0,2010
27,Unnamed: 28,,,0.33899999999999997,0.38,0.0,0.23199999999999998,0.426,0.111,,,,0.9620000000000001,,,,0.821,0.179,0.309,,,,2010
28,"Census Tract 35, Bronx County, New York",68012.2,3729.0,1132.0,1002.0,0.0,1572.0,751.0,151.0,"$20,403","$10,335",0.48,1226.0,1954.0,,$658,2575.0,1154.0,1108.0,1955.0,1300.0,3729.0,2010
29,Unnamed: 30,,,0.304,0.26899999999999996,0.0,0.42200000000000004,0.384,0.077,,,,0.943,,,,0.691,0.31,0.297,,,,2010
30,"Census Tract 37, Bronx County, New York",3105.5,201.0,43.0,0.0,0.0,158.0,41.0,0.0,"$23,304","$8,359",0.33,62.0,1992.0,,"$1,188",158.0,43.0,0.0,109.0,62.0,201.0,2010
31,Unnamed: 32,,,0.214,0.0,0.0,0.7859999999999999,0.376,0.0,,,,1.0,,,,0.7859999999999999,0.214,0.0,,,,2010
32,"Census Tract 38, Bronx County, New York",69205.8,1694.0,231.0,751.0,0.0,665.0,167.0,219.0,"$55,625","$16,123",0.42,426.0,1959.0,"$472,100","$1,179",786.0,908.0,497.0,874.0,426.0,1694.0,2010
33,Unnamed: 34,,,0.136,0.44299999999999995,0.0,0.39299999999999996,0.191,0.251,,,,1.0,,,,0.46399999999999997,0.536,0.293,,,,2010
34,"Census Tract 39, Bronx County, New York",83278.3,6952.0,3159.0,1596.0,253.0,1885.0,1877.0,643.0,"$31,566","$16,430",0.54,2028.0,1964.0,"$467,300",$920,4251.0,2645.0,2502.0,4213.0,2276.0,6896.0,2010
35,Unnamed: 36,,,0.45399999999999996,0.23,0.036000000000000004,0.271,0.446,0.153,,,,0.8909999999999999,,,,0.616,0.384,0.36,,,,2010
36,"Census Tract 40.01, Bronx County, New York",29255.5,1391.0,373.0,248.0,321.0,135.0,324.0,250.0,"$44,432","$21,271",0.33,557.0,1951.0,"$361,400",$963,405.0,986.0,773.0,992.0,603.0,1391.0,2010
37,Unnamed: 38,,,0.268,0.17800000000000002,0.231,0.09699999999999999,0.327,0.252,,,,0.924,,,,0.29100000000000004,0.7090000000000001,0.556,,,,2010
38,"Census Tract 41, Bronx County, New York",85747.4,6116.0,1964.0,2105.0,179.0,1645.0,1314.0,380.0,"$18,272","$11,757",0.55,1904.0,1966.0,"$237,000",$504,3805.0,2282.0,1535.0,3155.0,2219.0,6087.0,2010
39,Unnamed: 40,,,0.321,0.344,0.028999999999999998,0.26899999999999996,0.41700000000000004,0.12,,,,0.858,,,,0.625,0.375,0.251,,,,2010
40,"Census Tract 42, Bronx County, New York",37363.0,6973.0,604.0,3279.0,0.0,2818.0,1207.0,596.0,"$35,816","$16,985",0.41,2750.0,1961.0,"$211,000",$640,3589.0,3343.0,394.0,4330.0,2849.0,6932.0,2010
41,Unnamed: 42,,,0.087,0.47,0.0,0.40399999999999997,0.27899999999999997,0.138,,,,0.965,,,,0.518,0.48200000000000004,0.057,,,,2010
42,"Census Tract 43, Bronx County, New York",53398.6,4647.0,977.0,1557.0,188.0,1641.0,1141.0,284.0,"$24,594","$12,270",0.47,1517.0,1973.0,"$423,700",$653,3074.0,1532.0,1000.0,2786.0,1809.0,4606.0,2010
43,Unnamed: 44,,,0.21,0.335,0.040999999999999995,0.353,0.41,0.102,,,,0.8390000000000001,,,,0.667,0.33299999999999996,0.215,,,,2010
44,"Census Tract 44, Bronx County, New York",43278.1,4401.0,659.0,1910.0,304.0,1287.0,964.0,247.0,"$16,086","$13,812",0.59,1643.0,1954.0,"$641,800",$350,3042.0,1174.0,801.0,2738.0,1724.0,4216.0,2010
45,Unnamed: 46,,,0.15,0.434,0.069,0.292,0.35200000000000004,0.09,,,,0.953,,,,0.722,0.27899999999999997,0.182,,,,2010
46,"Census Tract 46, Bronx County, New York",29825.2,1557.0,214.0,415.0,0.0,925.0,653.0,102.0,"$22,146","$15,370",0.5,615.0,1953.0,"$87,300",$731,959.0,598.0,315.0,1248.0,711.0,1557.0,2010
47,Unnamed: 48,,,0.13699999999999998,0.267,0.0,0.594,0.523,0.08199999999999999,,,,0.865,,,,0.616,0.384,0.20199999999999999,,,,2010
48,"Census Tract 48, Bronx County, New York",68998.0,3954.0,624.0,968.0,199.0,1937.0,929.0,148.0,"$25,168","$11,159",0.47,1279.0,1939.0,"$230,600",$924,2871.0,1083.0,1463.0,2261.0,1424.0,3954.0,2010
49,Unnamed: 50,,,0.158,0.245,0.05,0.49,0.41100000000000003,0.066,,,,0.898,,,,0.726,0.27399999999999997,0.37,,,,2010
50,"Census Tract 50.01, Bronx County, New York",125121.9,4729.0,709.0,2191.0,0.0,1588.0,1186.0,246.0,"$28,933","$14,043",0.48,1580.0,1939.0,"$380,400","$1,013",2682.0,2009.0,1617.0,2844.0,1659.0,4691.0,2010
51,Unnamed: 52,,,0.15,0.46299999999999997,0.0,0.336,0.41700000000000004,0.087,,,,0.9520000000000001,,,,0.5720000000000001,0.428,0.342,,,,2010
52,"Census Tract 50.02, Bronx County, New York",120652.8,5306.0,661.0,1164.0,201.0,2776.0,1375.0,255.0,"$26,439","$11,967",0.47,1638.0,1939.0,,$878,3661.0,1645.0,2665.0,2893.0,1933.0,5306.0,2010
53,Unnamed: 54,,,0.125,0.21899999999999997,0.038,0.523,0.475,0.08800000000000001,,,,0.847,,,,0.69,0.31,0.502,,,,2010
54,"Census Tract 51, Bronx County, New York",28377.5,5361.0,908.0,2545.0,96.0,1557.0,1498.0,295.0,"$16,283","$10,059",0.44,1930.0,1954.0,,$463,3905.0,1456.0,1343.0,3352.0,2026.0,5361.0,2010
55,Unnamed: 56,,,0.16899999999999998,0.475,0.018000000000000002,0.29,0.447,0.08800000000000001,,,,0.953,,,,0.728,0.272,0.251,,,,2010
56,"Census Tract 52, Bronx County, New York",24219.4,1707.0,127.0,601.0,0.0,702.0,479.0,128.0,"$33,750","$15,355",0.42,676.0,1939.0,"$214,600",$781,892.0,778.0,738.0,1185.0,800.0,1670.0,2010
57,Unnamed: 58,,,0.07400000000000001,0.35200000000000004,0.0,0.41100000000000003,0.40399999999999997,0.10800000000000001,,,,0.845,,,,0.534,0.466,0.43200000000000005,,,,2010
58,"Census Tract 53, Bronx County, New York",140305.6,3640.0,345.0,2384.0,0.0,723.0,720.0,352.0,"$14,821","$12,517",0.54,1636.0,1974.0,,$813,2591.0,1007.0,763.0,2107.0,1919.0,3598.0,2010
59,Unnamed: 60,,,0.095,0.655,0.0,0.19899999999999998,0.342,0.16699999999999998,,,,0.853,,,,0.72,0.28,0.21,,,,2010
60,"Census Tract 54, Bronx County, New York",81996.0,6323.0,722.0,1659.0,120.0,3428.0,1643.0,348.0,"$33,672","$14,249",0.45,1779.0,1939.0,"$446,400",$985,3586.0,2665.0,2957.0,3691.0,1996.0,6251.0,2010
61,Unnamed: 62,,,0.114,0.262,0.019,0.542,0.445,0.094,,,,0.8909999999999999,,,,0.574,0.426,0.46799999999999997,,,,2010
62,"Census Tract 56, Bronx County, New York",43113.2,2267.0,326.0,771.0,50.0,946.0,850.0,202.0,"$30,402","$27,445",0.57,943.0,1939.0,"$460,700",$863,1031.0,1236.0,799.0,1757.0,1123.0,2267.0,2010
63,Unnamed: 64,,,0.14400000000000002,0.34,0.022000000000000002,0.41700000000000004,0.484,0.115,,,,0.84,,,,0.455,0.545,0.35200000000000004,,,,2010
64,"Census Tract 59.02, Bronx County, New York",88303.8,2397.0,620.0,1068.0,0.0,684.0,541.0,320.0,"$36,098","$19,985",0.44,1045.0,1939.0,"$157,300",$956,954.0,1431.0,692.0,1706.0,1146.0,2385.0,2010
65,Unnamed: 66,,,0.259,0.446,0.0,0.285,0.317,0.188,,,,0.912,,,,0.4,0.6,0.289,,,,2010
66,"Census Tract 60, Bronx County, New York",10417.4,1317.0,102.0,122.0,0.0,1073.0,270.0,33.0,"$27,574","$10,676",0.37,357.0,1939.0,"$487,500",$940,997.0,320.0,634.0,652.0,405.0,1317.0,2010
67,Unnamed: 68,,,0.077,0.09300000000000001,0.0,0.815,0.414,0.051,,,,0.882,,,,0.757,0.243,0.48100000000000004,,,,2010
68,"Census Tract 61, Bronx County, New York",34901.8,3266.0,85.0,2738.0,11.0,318.0,334.0,549.0,"$37,936","$23,786",0.4,1838.0,,"$25,100",$743,1110.0,2139.0,357.0,2351.0,1998.0,3249.0,2010
69,Unnamed: 70,,,0.026000000000000002,0.838,0.003,0.09699999999999999,0.142,0.23399999999999999,,,,0.92,,,,0.342,0.6579999999999999,0.109,,,,2010
70,"Census Tract 62, Bronx County, New York",88293.1,6578.0,731.0,2644.0,0.0,2294.0,1559.0,275.0,"$20,952","$11,993",0.47,2350.0,1953.0,"$505,700",$705,4311.0,2258.0,1878.0,3752.0,2534.0,6569.0,2010
71,Unnamed: 72,,,0.111,0.402,0.0,0.349,0.41600000000000004,0.073,,,,0.927,,,,0.6559999999999999,0.344,0.28600000000000003,,,,2010
72,"Census Tract 63, Bronx County, New York",13956.3,5537.0,1498.0,2129.0,276.0,1475.0,1261.0,495.0,"$28,735","$15,623",0.45,2054.0,1939.0,"$242,600",$960,3246.0,2280.0,1891.0,3472.0,2133.0,5526.0,2010
73,Unnamed: 74,,,0.271,0.385,0.05,0.266,0.363,0.14300000000000002,,,,0.963,,,,0.5870000000000001,0.413,0.342,,,,2010
74,"Census Tract 64, Bronx County, New York",58663.5,3722.0,279.0,1585.0,197.0,1410.0,497.0,398.0,"$42,596","$16,612",0.42,1245.0,1951.0,"$449,500","$1,159",1890.0,1832.0,1393.0,2250.0,1400.0,3722.0,2010
75,Unnamed: 76,,,0.075,0.426,0.053,0.379,0.221,0.177,,,,0.889,,,,0.508,0.49200000000000005,0.374,,,,2010
76,"Census Tract 65, Bronx County, New York",51573.5,5228.0,669.0,1835.0,128.0,2422.0,1307.0,308.0,"$21,119","$10,099",0.43,1650.0,1972.0,"$34,400",$835,4132.0,1078.0,1801.0,2913.0,1866.0,5210.0,2010
77,Unnamed: 78,,,0.128,0.35100000000000003,0.025,0.46299999999999997,0.449,0.106,,,,0.884,,,,0.7929999999999999,0.207,0.345,,,,2010
78,"Census Tract 67, Bronx County, New York",91868.2,7535.0,1016.0,2936.0,13.0,3219.0,1810.0,115.0,"$16,745","$9,023",0.47,2313.0,1955.0,"$460,400",$527,5864.0,1564.0,3038.0,3905.0,2416.0,7428.0,2010
79,Unnamed: 80,,,0.135,0.39,0.002,0.42700000000000005,0.46399999999999997,0.028999999999999998,,,,0.9570000000000001,,,,0.789,0.21100000000000002,0.40299999999999997,,,,2010
80,"Census Tract 68, Bronx County, New York",44230.4,2671.0,452.0,988.0,160.0,978.0,432.0,166.0,"$35,078","$18,688",0.45,1018.0,1949.0,"$486,100","$1,109",1076.0,1588.0,743.0,1714.0,1166.0,2664.0,2010
81,Unnamed: 82,,,0.16899999999999998,0.37,0.06,0.366,0.252,0.09699999999999999,,,,0.873,,,,0.40399999999999997,0.596,0.278,,,,2010
82,"Census Tract 69, Bronx County, New York",76910.0,5582.0,1315.0,2731.0,0.0,1206.0,1179.0,383.0,"$21,316","$11,574",0.48,2124.0,1968.0,"$462,200",$639,3666.0,1853.0,1273.0,2970.0,2324.0,5519.0,2010
83,Unnamed: 84,,,0.23600000000000002,0.489,0.0,0.21600000000000003,0.397,0.129,,,,0.914,,,,0.664,0.336,0.228,,,,2010
84,"Census Tract 70, Bronx County, New York",54519.8,4313.0,417.0,1373.0,357.0,1755.0,889.0,316.0,"$46,313","$16,660",0.39,1310.0,1941.0,"$471,800","$1,108",1916.0,2291.0,1402.0,2470.0,1424.0,4207.0,2010
85,Unnamed: 86,,,0.09699999999999999,0.318,0.083,0.40700000000000003,0.36,0.128,,,,0.92,,,,0.455,0.545,0.325,,,,2010
86,"Census Tract 71, Bronx County, New York",21782.2,2221.0,559.0,1222.0,0.0,361.0,537.0,187.0,"$27,303","$17,323",0.6,563.0,1988.0,"$222,900",$512,1368.0,782.0,507.0,1050.0,563.0,2150.0,2010
87,Unnamed: 88,,,0.252,0.55,0.0,0.163,0.511,0.17800000000000002,,,,1.0,,,,0.636,0.364,0.228,,,,2010
88,"Census Tract 72, Bronx County, New York",70379.0,5777.0,941.0,749.0,1775.0,2112.0,1239.0,583.0,"$39,638","$16,353",0.44,1696.0,1941.0,"$415,000","$1,038",3097.0,2680.0,3060.0,3604.0,1757.0,5777.0,2010
89,Unnamed: 90,,,0.163,0.13,0.307,0.366,0.344,0.162,,,,0.965,,,,0.536,0.46399999999999997,0.53,,,,2010
90,"Census Tract 73, Bronx County, New York",65155.8,3526.0,1212.0,1244.0,0.0,897.0,883.0,225.0,"$26,364","$13,826",0.43,1276.0,1960.0,"$428,000",$728,2182.0,1344.0,1084.0,2056.0,1363.0,3526.0,2010
91,Unnamed: 92,,,0.344,0.353,0.0,0.254,0.43,0.109,,,,0.9359999999999999,,,,0.619,0.381,0.307,,,,2010
92,"Census Tract 74, Bronx County, New York",52211.6,3773.0,523.0,1436.0,203.0,1454.0,410.0,536.0,"$43,725","$20,842",0.43,1396.0,1969.0,"$349,200",$853,1570.0,2203.0,898.0,2509.0,1471.0,3773.0,2010
93,Unnamed: 94,,,0.139,0.381,0.054000000000000006,0.385,0.163,0.214,,,,0.9490000000000001,,,,0.41600000000000004,0.584,0.23800000000000002,,,,2010
94,"Census Tract 75, Bronx County, New York",48615.3,4277.0,938.0,1372.0,11.0,1841.0,933.0,336.0,"$24,291","$16,679",0.52,1616.0,1962.0,"$254,000",$611,2318.0,1959.0,953.0,2563.0,1746.0,4277.0,2010
95,Unnamed: 96,,,0.21899999999999997,0.321,0.003,0.43,0.364,0.131,,,,0.9259999999999999,,,,0.542,0.45799999999999996,0.223,,,,2010
96,"Census Tract 76, Bronx County, New York",66677.9,5589.0,741.0,1129.0,327.0,2900.0,1544.0,401.0,"$40,919","$15,776",0.47,1623.0,1939.0,"$453,100","$1,085",2459.0,3130.0,2232.0,3513.0,1853.0,5589.0,2010
97,Unnamed: 98,,,0.133,0.20199999999999999,0.059000000000000004,0.519,0.44,0.114,,,,0.8759999999999999,,,,0.44,0.56,0.39899999999999997,,,,2010
98,"Census Tract 77, Bronx County, New York",40126.4,1748.0,512.0,346.0,47.0,826.0,505.0,160.0,"$38,472","$16,215",0.43,547.0,1997.0,"$441,000","$1,024",912.0,808.0,473.0,1082.0,572.0,1720.0,2010
99,Unnamed: 100,,,0.293,0.198,0.027000000000000003,0.473,0.467,0.14800000000000002,,,,0.956,,,,0.53,0.47,0.271,,,,2010
100,"Census Tract 78, Bronx County, New York",51416.7,6102.0,956.0,1131.0,307.0,3047.0,1449.0,567.0,"$38,150","$17,386",0.47,2009.0,1948.0,"$454,900","$1,013",3020.0,3082.0,1941.0,3676.0,2220.0,6102.0,2010
101,Unnamed: 102,,,0.157,0.185,0.05,0.499,0.39399999999999996,0.154,,,,0.905,,,,0.495,0.505,0.318,,,,2010
102,"Census Tract 79, Bronx County, New York",77596.3,5930.0,1747.0,2021.0,88.0,1858.0,1869.0,321.0,"$16,161","$10,732",0.49,2159.0,1963.0,,$494,4391.0,1518.0,1661.0,3570.0,2351.0,5909.0,2010
103,Unnamed: 104,,,0.295,0.341,0.015,0.313,0.524,0.09,,,,0.9179999999999999,,,,0.743,0.257,0.28,,,,2010
104,"Census Tract 83, Bronx County, New York",74564.2,6159.0,1655.0,2052.0,0.0,2232.0,1287.0,218.0,"$25,172","$11,600",0.46,1917.0,1951.0,"$310,300",$804,4186.0,1973.0,1816.0,3319.0,2183.0,6159.0,2010
105,Unnamed: 106,,,0.26899999999999996,0.33299999999999996,0.0,0.36200000000000004,0.38799999999999996,0.066,,,,0.878,,,,0.68,0.32,0.295,,,,2010
106,"Census Tract 84, Bronx County, New York",41429.5,2508.0,264.0,1054.0,0.0,1120.0,332.0,355.0,"$69,722","$37,967",0.6,718.0,1971.0,"$440,900","$1,215",445.0,2063.0,882.0,1630.0,804.0,2508.0,2010
107,Unnamed: 108,,,0.105,0.42,0.0,0.447,0.204,0.218,,,,0.893,,,,0.177,0.823,0.35200000000000004,,,,2010
108,"Census Tract 85, Bronx County, New York",79000.8,5541.0,819.0,1852.0,17.0,2697.0,1117.0,361.0,"$25,783","$13,290",0.51,1599.0,1947.0,"$408,500",$904,3484.0,1836.0,1717.0,2812.0,1761.0,5320.0,2010
109,Unnamed: 110,,,0.14800000000000002,0.33399999999999996,0.003,0.48700000000000004,0.397,0.128,,,,0.9079999999999999,,,,0.655,0.345,0.31,,,,2010
110,"Census Tract 86, Bronx County, New York",52931.8,3835.0,480.0,1424.0,20.0,1766.0,851.0,195.0,"$24,250","$12,751",0.44,1387.0,1956.0,"$379,800",$490,2007.0,1828.0,671.0,2189.0,1504.0,3835.0,2010
111,Unnamed: 112,,,0.125,0.371,0.005,0.461,0.389,0.08900000000000001,,,,0.922,,,,0.523,0.47700000000000004,0.175,,,,2010
112,"Census Tract 87, Bronx County, New York",76326.6,6294.0,895.0,1119.0,54.0,4081.0,1693.0,237.0,"$24,808","$11,648",0.49,1700.0,1964.0,"$302,200",$791,4070.0,2021.0,2090.0,3459.0,1849.0,6091.0,2010
113,Unnamed: 114,,,0.142,0.17800000000000002,0.009000000000000001,0.648,0.489,0.069,,,,0.919,,,,0.6679999999999999,0.332,0.332,,,,2010
114,"Census Tract 89, Bronx County, New York",72271.2,3057.0,648.0,544.0,34.0,1381.0,842.0,42.0,"$18,387","$11,863",0.56,1058.0,1954.0,"$339,500",$759,2222.0,827.0,725.0,1616.0,1146.0,3049.0,2010
115,Unnamed: 116,,,0.212,0.17800000000000002,0.011000000000000001,0.452,0.521,0.026000000000000002,,,,0.9229999999999999,,,,0.7290000000000001,0.271,0.237,,,,2010
116,"Census Tract 90, Bronx County, New York",10003.0,3747.0,1117.0,976.0,106.0,1528.0,879.0,245.0,"$24,129","$14,865",0.56,1198.0,1954.0,"$372,500",$368,2095.0,1652.0,753.0,2259.0,1253.0,3747.0,2010
117,Unnamed: 118,,,0.298,0.261,0.027999999999999997,0.408,0.389,0.109,,,,0.956,,,,0.5589999999999999,0.441,0.201,,,,2010
118,"Census Tract 92, Bronx County, New York",45479.3,5419.0,615.0,663.0,714.0,3308.0,1322.0,302.0,"$45,625","$15,494",0.39,1598.0,1939.0,"$437,900","$1,166",2622.0,2797.0,2172.0,3398.0,1862.0,5419.0,2010
119,Unnamed: 120,,,0.114,0.122,0.132,0.61,0.389,0.08900000000000001,,,,0.858,,,,0.484,0.516,0.401,,,,2010
120,"Census Tract 93, Bronx County, New York",7507.8,6667.0,2252.0,2321.0,7.0,1711.0,1721.0,264.0,"$31,000","$11,007",0.41,1676.0,1966.0,"$433,600",$879,3461.0,2030.0,1485.0,3791.0,1949.0,5491.0,2010
121,Unnamed: 122,,,0.33799999999999997,0.348,0.001,0.257,0.45399999999999996,0.07,,,,0.86,,,,0.63,0.37,0.223,,,,2010
122,"Census Tract 96, Bronx County, New York",8527.7,2302.0,402.0,403.0,245.0,1045.0,316.0,239.0,"$41,597","$14,748",0.4,675.0,1945.0,"$523,100","$1,222",1063.0,974.0,575.0,1383.0,741.0,2037.0,2010
123,Unnamed: 124,,,0.175,0.175,0.106,0.45399999999999996,0.22899999999999998,0.17300000000000001,,,,0.9109999999999999,,,,0.522,0.478,0.25,,,,2010
124,"Census Tract 98, Bronx County, New York",25826.4,5145.0,1014.0,1816.0,220.0,1816.0,551.0,877.0,"$52,725","$28,588",0.5,1755.0,1952.0,"$408,500","$1,070",1485.0,3650.0,871.0,3301.0,1985.0,5135.0,2010
125,Unnamed: 126,,,0.19699999999999998,0.353,0.043,0.353,0.16699999999999998,0.266,,,,0.884,,,,0.289,0.711,0.16899999999999998,,,,2010
126,"Census Tract 110, Bronx County, New York",141.4,113.0,20.0,0.0,0.0,93.0,10.0,0.0,"$41,641","$15,175",0.0,42.0,1977.0,,$866,10.0,103.0,60.0,80.0,42.0,113.0,2010
127,Unnamed: 128,,,0.177,0.0,0.0,0.823,0.125,0.0,,,,1.0,,,,0.08900000000000001,0.912,0.531,,,,2010
128,"Census Tract 115.02, Bronx County, New York",35290.0,4663.0,1582.0,1510.0,43.0,1308.0,1146.0,167.0,"$20,536","$9,624",0.43,1393.0,1964.0,"$372,200",$875,3354.0,1126.0,1448.0,2385.0,1532.0,4480.0,2010
129,Unnamed: 130,,,0.33899999999999997,0.324,0.009000000000000001,0.281,0.48100000000000004,0.07,,,,0.909,,,,0.7490000000000001,0.251,0.311,,,,2010
130,"Census Tract 117, Bronx County, New York",2526.9,1336.0,560.0,525.0,0.0,251.0,337.0,39.0,"$11,250","$11,195",0.57,556.0,1962.0,,$924,976.0,360.0,433.0,727.0,599.0,1336.0,2010
131,Unnamed: 132,,,0.419,0.39299999999999996,0.0,0.188,0.46399999999999997,0.054000000000000006,,,,0.9279999999999999,,,,0.731,0.27,0.324,,,,2010
132,"Census Tract 118, Bronx County, New York",11233.1,4690.0,3886.0,21.0,161.0,602.0,479.0,983.0,"$74,607","$36,292",0.39,1699.0,1952.0,"$437,300","$1,206",619.0,3720.0,654.0,3448.0,1808.0,4339.0,2010
133,Unnamed: 134,,,0.8290000000000001,0.005,0.034,0.128,0.139,0.285,,,,0.94,,,,0.14300000000000002,0.857,0.139,,,,2010
134,"Census Tract 119, Bronx County, New York",83017.5,5310.0,660.0,1592.0,15.0,2689.0,1523.0,219.0,"$20,253","$10,504",0.45,1871.0,1952.0,"$377,800",$899,3843.0,1467.0,1405.0,3104.0,2001.0,5310.0,2010
135,Unnamed: 136,,,0.124,0.3,0.003,0.506,0.491,0.071,,,,0.935,,,,0.7240000000000001,0.276,0.265,,,,2010
